date,league,division,year,home_team,away_team,odds__market_maximum__home_win__full_time_goals,odds__market_maximum__draw__full_time_goals,odds__market_maximum__away_win__full_time_goals,odds__market_maximum__over_2.5__full_time_goals,odds__market_maximum__under_2.5__full_time_goals,odds__market_average__home_win__full_time_goals,odds__market_average__draw__full_time_goals,odds__market_average__away_win__full_time_goals,odds__market_average__over_2.5__full_time_goals,odds__market_average__under_2.5__full_time_goals,home__points__avg,home__adj_points__avg,home__goals_for__avg,home__goals_against__avg,home__adj_goals_for__avg,home__adj_goals_against__avg,home__points__latest_avg,home__adj_points__latest_avg,home__goals_for__latest_avg,home__goals_against__latest_avg,home__adj_goals_for__latest_avg,home__adj_goals_against__latest_avg,away__points__avg,away__adj_points__avg,away__goals_for__avg,away__goals_against__avg,away__adj_goals_for__avg,away__adj_goals_against__avg,away__points__latest_avg,away__adj_points__latest_avg,away__goals_for__latest_avg,away__goals_against__latest_avg,away__adj_goals_for__latest_avg,away__adj_goals_against__latest_avg,target__home_team__full_time_goals,target__away_team__full_time_goals,target__home_team__shots,target__away_team__shots,target__home_team__shots_on_target,target__away_team__shots_on_target,target__home_team__corners,target__away_team__corners,target__home_team__yellow_cards,target__away_team__yellow_cards,target__home_team__red_cards,target__away_team__red_cards
2025-02-05,England,2,2025,Coventry,Leeds,4.33,3.73,1.95,1.97,1.95,4.02,3.61,1.87,1.91,1.89,1.3666666666666667,1.2333333333333334,1.3666666666666667,1.2666666666666666,2.0216666666666665,2.0163333333333333,3.0,3.0,2.0,0.3333333333333333,2.5433333333333334,0.923333333333333,2.1,2.433333333333333,2.0,0.6333333333333333,2.847666666666667,1.0596666666666665,2.3333333333333335,3.0,3.0,0.0,4.010000000000001,0.16666666666666655,,,,,,,,,,,,
2025-02-05,Scotland,1,2025,Celtic,Dundee,1.1,12.5,29.0,1.25,4.9,1.08,10.78,22.29,1.21,4.11,2.625,2.7083333333333335,2.7916666666666665,0.5,3.8037499999999995,1.0166666666666666,2.3333333333333335,2.3333333333333335,3.3333333333333335,1.6666666666666667,4.5,2.026666666666667,1.125,1.1666666666666667,1.5416666666666667,1.9583333333333333,2.1870833333333333,2.73625,0.6666666666666666,0.3333333333333333,1.3333333333333333,3.3333333333333335,1.7699999999999996,4.21,,,,,,,,,,,,
2025-02-06,England,4,2025,Chesterfield,Doncaster,2.55,3.43,2.9,1.93,1.93,2.42,3.34,2.76,1.89,1.87,1.3928571428571428,1.4285714285714286,1.5357142857142858,1.1428571428571428,2.3285714285714287,1.936785714285714,1.3333333333333333,1.0,1.3333333333333333,0.6666666666666666,2.016666666666667,1.8033333333333335,1.793103448275862,2.0689655172413794,1.4482758620689655,1.103448275862069,2.3217241379310343,1.7165517241379311,3.0,3.0,2.0,0.6666666666666666,2.643333333333333,1.2233333333333336,,,,,,,,,,,,
