game_id,season,game_type,week,gameday,away_team,away_score,home_team,home_score,result,total,away_moneyline,home_moneyline,spread_line,away_spread_odds,home_spread_odds,total_line,under_odds,over_odds,home_team_money_line_5Dimes,home_team_money_line_sportbet,away_team_money_line_5Dimes,away_team_money_line_sportbet,home_team_money_line_bet365,away_team_money_line_bet365,home_team_money_line_BETOnline,home_team_money_line_SPORTS BETTING,away_team_money_line_BETOnline,away_team_money_line_SPORTS BETTING,home_team_money_line_BOVADA,home_team_money_line_bodog,away_team_money_line_BOVADA,away_team_money_line_bodog,home_team_money_line_BOOKMAKER,home_team_money_line_BetCRIS,away_team_money_line_BOOKMAKER,away_team_money_line_BetCRIS,home_team_money_line_JAZZ,away_team_money_line_JAZZ,home_team_money_line_JUSTBET,away_team_money_line_JUSTBET,home_team_money_line_MATCHBOOK,away_team_money_line_MATCHBOOK,home_team_money_line_PINNACLE,away_team_money_line_PINNACLE,home_team_money_line_BetPHOENIX,away_team_money_line_BetPHOENIX,home_team_money_line_intertops,away_team_money_line_intertops,home_team_money_line_Sports Interaction,away_team_money_line_Sports Interaction,home_team_money_line_youwager.eu,away_team_money_line_youwager.eu,home_team_money_line_HERITAGE,away_team_money_line_HERITAGE,home_team_money_line_SBR,away_team_money_line_SBR,home_team_spread_5Dimes,home_team_spread_sportbet,away_team_spread_5Dimes,away_team_spread_sportbet,home_team_spread_bet365,away_team_spread_bet365,home_team_spread_BETOnline,home_team_spread_SPORTS BETTING,away_team_spread_BETOnline,away_team_spread_SPORTS BETTING,home_team_spread_BOVADA,home_team_spread_bodog,away_team_spread_BOVADA,away_team_spread_bodog,home_team_spread_BOOKMAKER,home_team_spread_BetCRIS,away_team_spread_BOOKMAKER,away_team_spread_BetCRIS,home_team_spread_JAZZ,away_team_spread_JAZZ,home_team_spread_JUSTBET,away_team_spread_JUSTBET,home_team_spread_MATCHBOOK,away_team_spread_MATCHBOOK,home_team_spread_PINNACLE,away_team_spread_PINNACLE,home_team_spread_BetPHOENIX,away_team_spread_BetPHOENIX,home_team_spread_intertops,away_team_spread_intertops,home_team_spread_Sports Interaction,away_team_spread_Sports Interaction,home_team_spread_youwager.eu,away_team_spread_youwager.eu,home_team_spread_HERITAGE,away_team_spread_HERITAGE,home_team_spread_SBR,away_team_spread_SBR,under_total_5Dimes,under_total_sportbet,over_total_5Dimes,over_total_sportbet,under_total_bet365,over_total_bet365,under_total_BETOnline,under_total_SPORTS BETTING,over_total_BETOnline,over_total_SPORTS BETTING,under_total_BOVADA,under_total_bodog,over_total_BOVADA,over_total_bodog,under_total_BOOKMAKER,under_total_BetCRIS,over_total_BOOKMAKER,over_total_BetCRIS,under_total_JAZZ,over_total_JAZZ,under_total_JUSTBET,over_total_JUSTBET,under_total_MATCHBOOK,over_total_MATCHBOOK,under_total_PINNACLE,over_total_PINNACLE,under_total_BetPHOENIX,over_total_BetPHOENIX,under_total_intertops,over_total_intertops,under_total_Sports Interaction,over_total_Sports Interaction,under_total_youwager.eu,over_total_youwager.eu,under_total_HERITAGE,over_total_HERITAGE,under_total_SBR,over_total_SBR
2012_17_CLE_PIT,2012.0,REG,17.0,2012-12-30,CLE,10.0,PIT,24.0,14.0,34.0,385.0,-450.0,10.0,-103.0,-105.0,36.5,-110.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012_17_JAX_TEN,2012.0,REG,17.0,2012-12-30,JAX,20.0,TEN,38.0,18.0,58.0,227.0,-255.0,6.0,-101.0,-107.0,42.0,100.0,-110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012_17_KC_DEN,2012.0,REG,17.0,2012-12-30,KC,3.0,DEN,38.0,35.0,41.0,1075.0,-1600.0,17.0,-108.0,100.0,41.0,-108.0,-102.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012_17_GB_MIN,2012.0,REG,17.0,2012-12-30,GB,34.0,MIN,37.0,3.0,71.0,-172.0,155.0,-3.0,-115.0,106.0,45.5,-105.0,-105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012_17_MIA_NE,2012.0,REG,17.0,2012-12-30,MIA,0.0,NE,28.0,28.0,28.0,498.0,-600.0,11.5,-101.0,-107.0,48.0,-103.0,-107.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012_17_OAK_SD,2012.0,REG,17.0,2012-12-30,OAK,21.0,SD,24.0,3.0,45.0,305.0,-350.0,9.5,-120.0,111.0,41.0,-113.0,102.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012_17_STL_SEA,2012.0,REG,17.0,2012-12-30,STL,13.0,SEA,20.0,7.0,33.0,412.0,-485.0,11.0,-113.0,104.0,41.5,-108.0,-102.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012_17_ARI_SF,2012.0,REG,17.0,2012-12-30,ARI,13.0,SF,27.0,14.0,40.0,865.0,-1200.0,16.0,-110.0,102.0,39.0,100.0,-110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012_17_DAL_WAS,2012.0,REG,17.0,2012-12-30,DAL,18.0,WAS,28.0,10.0,46.0,157.0,-174.0,3.0,108.0,-117.0,49.0,-113.0,102.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012_18_CIN_HOU,2012.0,WC,18.0,2013-01-05,CIN,13.0,HOU,19.0,6.0,32.0,181.0,-202.0,4.0,-102.0,-106.0,42.5,-105.0,-105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012_18_MIN_GB,2012.0,WC,18.0,2013-01-05,MIN,10.0,GB,24.0,14.0,34.0,450.0,-535.0,10.5,104.0,-113.0,44.0,-101.0,-109.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012_18_IND_BAL,2012.0,WC,18.0,2013-01-06,IND,9.0,BAL,24.0,15.0,33.0,293.0,-335.0,7.5,-108.0,100.0,47.5,-105.0,-105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012_18_SEA_WAS,2012.0,WC,18.0,2013-01-06,SEA,24.0,WAS,14.0,-10.0,38.0,-160.0,144.0,-3.0,-111.0,103.0,44.5,-102.0,-108.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012_19_BAL_DEN,2012.0,DIV,19.0,2013-01-12,BAL,38.0,DEN,35.0,-3.0,73.0,338.0,-390.0,9.5,-116.0,107.0,44.0,-102.0,-108.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012_19_GB_SF,2012.0,DIV,19.0,2013-01-12,GB,31.0,SF,45.0,14.0,76.0,146.0,-162.0,3.0,102.0,-110.0,45.0,-105.0,-105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012_19_SEA_ATL,2012.0,DIV,19.0,2013-01-13,SEA,28.0,ATL,30.0,2.0,58.0,126.0,-139.0,2.5,101.0,-109.0,46.0,-105.0,-105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012_19_HOU_NE,2012.0,DIV,19.0,2013-01-13,HOU,28.0,NE,41.0,13.0,69.0,373.0,-435.0,9.5,-102.0,-106.0,50.5,102.0,-113.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012_20_SF_ATL,2012.0,CON,20.0,2013-01-20,SF,28.0,ATL,24.0,-4.0,52.0,-186.0,167.0,-3.5,-105.0,-103.0,47.5,100.0,-110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012_20_BAL_NE,2012.0,CON,20.0,2013-01-20,BAL,28.0,NE,13.0,-15.0,41.0,301.0,-345.0,8.0,102.0,-110.0,49.5,-107.0,-103.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012_21_BAL_SF,2012.0,SB,21.0,2013-02-03,BAL,34.0,SF,31.0,-3.0,65.0,188.0,-210.0,4.5,-104.0,-104.0,47.5,-102.0,-108.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,-187.0,-187.0,172.0,172.0,-185.0,165.0,-190.0,-190.0,165.0,165.0,-200.0,-200.0,170.0,170.0,-195.0,-195.0,165.0,165.0,-185.0,165.0,-190.0,167.0,99999.0,-1900.0,-182.0,164.0,-200.0,170.0,-190.0,165.0,-200.0,170.0,-185.0,162.0,-195.0,170.0,-195.0,165.0,-107.0,-107.0,-103.0,-103.0,-110.0,-110.0,-105.0,-105.0,-115.0,-115.0,-115.0,-115.0,-105.0,-105.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-280.0,-270.0,100.0,-108.0,115.0,-145.0,-110.0,-110.0,-115.0,-105.0,-110.0,-110.0,-105.0,-115.0,-110.0,-110.0,-109.0,-109.0,-101.0,-101.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,100.0,-104.0,-103.0,-107.0,-105.0,-125.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0
,,,,,,,,,,,,,,,,,,,-455.0,-455.0,405.0,405.0,-500.0,375.0,-465.0,-465.0,380.0,380.0,-500.0,-500.0,350.0,350.0,-475.0,-475.0,395.0,395.0,-475.0,375.0,-500.0,400.0,-1500.0,500.0,-450.0,385.0,-475.0,375.0,-500.0,375.0,-540.0,415.0,-470.0,370.0,-485.0,380.0,-470.0,390.0,-102.0,-102.0,-108.0,-108.0,-105.0,-115.0,-115.0,-115.0,-105.0,-105.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-960.0,850.0,-101.0,-107.0,-115.0,-105.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-105.0,-105.0,-105.0,-105.0,-105.0,-115.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-105.0,-107.0,-104.0,-106.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0
,,,,,,,,,,,,,,,,,,,360.0,360.0,-405.0,-405.0,350.0,-450.0,350.0,350.0,-425.0,-425.0,325.0,325.0,-450.0,-450.0,355.0,355.0,-425.0,-425.0,360.0,-450.0,340.0,-420.0,294.0,-550.0,361.0,-420.0,,,340.0,-440.0,425.0,-550.0,350.0,-450.0,360.0,-450.0,355.0,-425.0,-108.0,-108.0,-102.0,-102.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-120.0,-120.0,100.0,100.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-105.0,100.0,-109.0,101.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-104.0,-104.0,-106.0,-106.0,-110.0,-110.0,-105.0,-105.0,-115.0,-115.0,-115.0,-115.0,-105.0,-105.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-124.0,-131.0,-102.0,-108.0,-110.0,-110.0,-110.0,-110.0,-115.0,-105.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0
,,,,,,,,,,,,,,,,,,,-360.0,-360.0,325.0,325.0,-425.0,325.0,-375.0,-375.0,315.0,315.0,-400.0,-400.0,300.0,300.0,-375.0,-375.0,315.0,315.0,-400.0,320.0,-380.0,310.0,-370.0,345.0,-394.0,341.0,-400.0,330.0,-400.0,315.0,-485.0,375.0,-450.0,350.0,-420.0,340.0,-375.0,315.0,-109.0,-109.0,-101.0,-101.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-105.0,-105.0,-115.0,-115.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,111.0,-117.0,107.0,-116.0,105.0,-125.0,-105.0,-115.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-107.0,-107.0,-103.0,-103.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-115.0,-115.0,-105.0,-105.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-102.0,-107.0,-104.0,-106.0,-115.0,-105.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0
,,,,,,,,,,,,,,,,,,,-825.0,-825.0,650.0,650.0,-1000.0,650.0,-780.0,-780.0,600.0,600.0,,,,,-825.0,-825.0,625.0,625.0,-825.0,655.0,-820.0,570.0,-680.0,660.0,-720.0,583.0,,,-850.0,575.0,-975.0,675.0,-900.0,650.0,-845.0,595.0,-825.0,625.0,-107.0,-107.0,-103.0,-103.0,-110.0,-110.0,-105.0,-105.0,-115.0,-115.0,-115.0,-115.0,-105.0,-105.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,100.0,-102.0,-104.0,-104.0,-110.0,-110.0,-110.0,-110.0,-115.0,-105.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-108.0,-108.0,-102.0,-102.0,-105.0,-115.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,100.0,-112.0,101.0,-111.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-105.0,-115.0,-110.0,-110.0
,,,,,,,,,,,,,,,,,,,117.0,117.0,-127.0,-127.0,110.0,-130.0,115.0,115.0,-135.0,-135.0,,,,,110.0,110.0,-130.0,-130.0,110.0,-130.0,110.0,-130.0,122.0,-129.0,118.0,-130.0,110.0,-130.0,110.0,-130.0,110.0,-130.0,115.0,-135.0,120.0,-140.0,110.0,-130.0,-105.0,-105.0,-105.0,-105.0,-110.0,-110.0,105.0,105.0,-125.0,-125.0,-130.0,-130.0,110.0,110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,112.0,-115.0,114.0,-123.0,-115.0,-105.0,-110.0,-110.0,100.0,-120.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-107.0,-107.0,-103.0,-103.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-104.0,101.0,-104.0,-106.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0
,,,,,,,,,,,,,,,,,,,-190.0,-190.0,175.0,175.0,-185.0,165.0,-195.0,-195.0,170.0,170.0,-180.0,-180.0,160.0,160.0,-190.0,-190.0,160.0,160.0,-200.0,170.0,-200.0,170.0,-183.0,181.0,-194.0,174.0,-185.0,165.0,-200.0,175.0,-190.0,160.0,-190.0,165.0,-195.0,170.0,-190.0,160.0,-102.0,-102.0,-108.0,-108.0,-105.0,-115.0,-105.0,-105.0,-115.0,-115.0,-110.0,-110.0,-110.0,-110.0,-125.0,-125.0,105.0,105.0,-110.0,-110.0,-110.0,-110.0,-101.0,100.0,-104.0,-104.0,-105.0,-115.0,-125.0,105.0,-125.0,105.0,-110.0,-110.0,-110.0,-110.0,-125.0,105.0,-108.0,-108.0,-102.0,-102.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-109.0,103.0,-109.0,-101.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-115.0,-105.0,-110.0,-110.0
,,,,,,,,,,,,,,,,,,,-360.0,-360.0,325.0,325.0,-425.0,325.0,-380.0,-380.0,320.0,320.0,,,,,-385.0,-385.0,325.0,325.0,-400.0,320.0,-400.0,320.0,-345.0,330.0,-385.0,334.0,-400.0,330.0,-400.0,315.0,-455.0,345.0,-410.0,315.0,-395.0,315.0,-385.0,325.0,-105.0,-105.0,-105.0,-105.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-115.0,-115.0,-105.0,-105.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,103.0,-108.0,106.0,-115.0,-115.0,-105.0,-105.0,-115.0,-115.0,-105.0,-110.0,-110.0,-105.0,-115.0,-110.0,-110.0,-103.0,-103.0,-107.0,-107.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,101.0,-113.0,-104.0,-106.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0
,,,,,,,,,,,,,,,,,,,-143.0,-143.0,133.0,133.0,-145.0,125.0,-150.0,-150.0,130.0,130.0,-150.0,-150.0,130.0,130.0,-150.0,-150.0,130.0,130.0,-155.0,135.0,-145.0,125.0,-140.0,133.0,-144.0,130.0,,,-150.0,130.0,-145.0,125.0,-155.0,135.0,-155.0,135.0,-150.0,130.0,100.0,100.0,-110.0,-110.0,105.0,-125.0,100.0,100.0,-120.0,-120.0,-105.0,-105.0,-115.0,-115.0,-105.0,-105.0,-115.0,-115.0,100.0,-120.0,100.0,-120.0,106.0,-107.0,101.0,-109.0,-105.0,-115.0,100.0,-120.0,-105.0,-115.0,-105.0,-115.0,-105.0,-115.0,-105.0,-115.0,-105.0,-105.0,-105.0,-105.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-115.0,-115.0,-105.0,-105.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,100.0,-110.0,100.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0
,,,,,,,,,,,,,,,,,,,205.0,205.0,-225.0,-225.0,200.0,-240.0,195.0,195.0,-225.0,-225.0,210.0,210.0,-250.0,-250.0,200.0,200.0,-240.0,-240.0,200.0,-240.0,195.0,-235.0,210.0,-216.0,200.0,-224.0,190.0,-230.0,200.0,-240.0,225.0,-275.0,200.0,-240.0,195.0,-245.0,200.0,-240.0,-109.0,-109.0,-101.0,-101.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-101.0,100.0,-103.0,-105.0,-110.0,-110.0,-110.0,-110.0,100.0,-120.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-108.0,-108.0,-102.0,-102.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-107.0,-105.0,-105.0,-105.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0
,,,,,,,,,,,,,,,,,,,125.0,125.0,-135.0,-135.0,125.0,-145.0,120.0,120.0,-140.0,-140.0,,,,,120.0,120.0,-140.0,-140.0,120.0,-140.0,120.0,-140.0,127.0,-134.0,122.0,-135.0,125.0,-145.0,120.0,-140.0,130.0,-150.0,125.0,-145.0,125.0,-145.0,120.0,-140.0,100.0,100.0,-110.0,-110.0,-100.0,-120.0,110.0,110.0,-130.0,-130.0,-110.0,-110.0,-110.0,-110.0,-125.0,-125.0,105.0,105.0,-110.0,-110.0,-105.0,-115.0,122.0,-124.0,118.0,-128.0,-105.0,-115.0,-120.0,100.0,-115.0,-105.0,-120.0,100.0,100.0,-120.0,-125.0,105.0,-104.0,-104.0,-106.0,-106.0,-110.0,-110.0,-105.0,-105.0,-115.0,-115.0,-115.0,-115.0,-105.0,-105.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-107.0,105.0,-108.0,-102.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0
,,,,,,,,,,,,,,,,,,,-260.0,-260.0,240.0,240.0,-275.0,225.0,-265.0,-265.0,225.0,225.0,-250.0,-250.0,210.0,210.0,-275.0,-275.0,235.0,235.0,-260.0,220.0,-270.0,230.0,99999.0,-800.0,-256.0,228.0,-270.0,230.0,-260.0,220.0,-270.0,220.0,-265.0,222.0,-280.0,230.0,-275.0,235.0,-107.0,-107.0,-103.0,-103.0,-110.0,-110.0,-115.0,-115.0,-105.0,-105.0,-115.0,-115.0,-105.0,-105.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,1000.0,-138.0,-111.0,103.0,-110.0,-110.0,-110.0,-110.0,-115.0,-105.0,-110.0,-110.0,-105.0,-115.0,-110.0,-110.0,-108.0,-108.0,-102.0,-102.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-104.0,-104.0,-105.0,-105.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0
,,,,,,,,,,,,,,,,,,,150.0,150.0,-160.0,-160.0,140.0,-160.0,140.0,140.0,-160.0,-160.0,140.0,140.0,-160.0,-160.0,145.0,145.0,-165.0,-165.0,145.0,-165.0,140.0,-160.0,152.0,-154.0,145.0,-161.0,140.0,-160.0,145.0,-165.0,140.0,-165.0,140.0,-160.0,145.0,-165.0,145.0,-165.0,100.0,100.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,105.0,105.0,-125.0,-125.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,118.0,-120.0,-102.0,-106.0,-115.0,-105.0,-110.0,-110.0,-105.0,-115.0,-110.0,-110.0,-105.0,-115.0,-110.0,-110.0,-107.0,-107.0,-103.0,-103.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-107.0,105.0,-106.0,-104.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0
,,,,,,,,,,,,,,,,,,,-138.0,-138.0,128.0,128.0,-140.0,120.0,-145.0,-145.0,125.0,125.0,,,,,-150.0,-150.0,130.0,130.0,-145.0,125.0,-142.0,122.0,-99999.0,99999.0,-155.0,140.0,-150.0,130.0,-150.0,130.0,-140.0,120.0,-140.0,120.0,-170.0,150.0,-150.0,130.0,-113.0,-113.0,103.0,103.0,-115.0,-105.0,-120.0,-120.0,100.0,100.0,-105.0,-105.0,-115.0,-115.0,110.0,110.0,-130.0,-130.0,-110.0,-110.0,-110.0,-110.0,110.0,-117.0,-117.0,108.0,-115.0,-105.0,-115.0,-105.0,-115.0,-105.0,-110.0,-110.0,-105.0,-115.0,110.0,-130.0,-101.0,-101.0,-109.0,-109.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,105.0,-109.0,104.0,-115.0,-105.0,-115.0,-105.0,-115.0,-115.0,-105.0,-110.0,-110.0,-115.0,-105.0,-110.0,-110.0
