game_id,season,game_type,week,gameday,away_team,away_score,home_team,home_score,result,total,away_moneyline,home_moneyline,spread_line,away_spread_odds,home_spread_odds,total_line,under_odds,over_odds
2023_01_DET_KC,2023,REG,1,2023-09-07,DET,21.0,KC,20.0,-1.0,41.0,164.0,-198.0,4.0,-110.0,-110.0,53.0,-110.0,-110.0
2023_01_CAR_ATL,2023,REG,1,2023-09-10,CAR,10.0,ATL,24.0,14.0,34.0,160.0,-192.0,3.5,-108.0,-112.0,40.5,-110.0,-110.0
2023_01_HOU_BAL,2023,REG,1,2023-09-10,HOU,9.0,BAL,25.0,16.0,34.0,380.0,-500.0,9.5,-110.0,-110.0,43.5,-110.0,-110.0
2023_01_CIN_CLE,2023,REG,1,2023-09-10,CIN,3.0,CLE,24.0,21.0,27.0,-112.0,-108.0,-1.0,-105.0,-115.0,46.5,-110.0,-110.0
2023_01_JAX_IND,2023,REG,1,2023-09-10,JAX,31.0,IND,21.0,-10.0,52.0,-205.0,170.0,-4.0,-108.0,-112.0,45.5,-110.0,-110.0
2023_01_TB_MIN,2023,REG,1,2023-09-10,TB,20.0,MIN,17.0,-3.0,37.0,170.0,-205.0,4.0,-110.0,-110.0,45.0,-110.0,-110.0
2023_01_TEN_NO,2023,REG,1,2023-09-10,TEN,15.0,NO,16.0,1.0,31.0,124.0,-148.0,3.0,-118.0,-102.0,41.0,-110.0,-110.0
2023_01_SF_PIT,2023,REG,1,2023-09-10,SF,30.0,PIT,7.0,-23.0,37.0,-120.0,100.0,-1.5,-108.0,-112.0,41.5,-110.0,-110.0
2023_01_ARI_WAS,2023,REG,1,2023-09-10,ARI,16.0,WAS,20.0,4.0,36.0,270.0,-340.0,7.0,-108.0,-112.0,38.0,-110.0,-110.0
2023_01_GB_CHI,2023,REG,1,2023-09-10,GB,38.0,CHI,20.0,-18.0,58.0,-102.0,-118.0,1.0,-110.0,-110.0,41.0,-112.0,-108.0
2023_01_LV_DEN,2023,REG,1,2023-09-10,LV,17.0,DEN,16.0,-1.0,33.0,136.0,-162.0,3.0,-105.0,-115.0,43.0,-110.0,-110.0
2023_01_MIA_LAC,2023,REG,1,2023-09-10,MIA,36.0,LAC,34.0,-2.0,70.0,136.0,-162.0,3.0,-110.0,-110.0,50.5,-110.0,-110.0
2023_01_PHI_NE,2023,REG,1,2023-09-10,PHI,25.0,NE,20.0,-5.0,45.0,-185.0,154.0,-3.5,-110.0,-110.0,44.5,-112.0,-108.0
2023_01_LA_SEA,2023,REG,1,2023-09-10,LA,30.0,SEA,13.0,-17.0,43.0,180.0,-218.0,4.5,-110.0,-110.0,45.0,-110.0,-110.0
2023_01_DAL_NYG,2023,REG,1,2023-09-10,DAL,40.0,NYG,0.0,-40.0,40.0,-170.0,142.0,-3.5,100.0,-120.0,44.5,-110.0,-110.0
2023_01_BUF_NYJ,2023,REG,1,2023-09-11,BUF,16.0,NYJ,22.0,6.0,38.0,-135.0,114.0,-2.5,-110.0,-110.0,44.5,-110.0,-110.0
2023_02_MIN_PHI,2023,REG,2,2023-09-14,MIN,28.0,PHI,34.0,6.0,62.0,195.0,-238.0,6.0,-110.0,-110.0,49.0,-110.0,-110.0
2023_02_GB_ATL,2023,REG,2,2023-09-17,GB,24.0,ATL,25.0,1.0,49.0,124.0,-148.0,3.0,-115.0,-105.0,40.5,-110.0,-110.0
2023_02_LV_BUF,2023,REG,2,2023-09-17,LV,10.0,BUF,38.0,28.0,48.0,280.0,-355.0,7.5,-110.0,-110.0,47.0,-110.0,-110.0
2023_02_BAL_CIN,2023,REG,2,2023-09-17,BAL,27.0,CIN,24.0,-3.0,51.0,145.0,-175.0,3.5,-118.0,-102.0,45.5,-110.0,-110.0
2023_02_SEA_DET,2023,REG,2,2023-09-17,SEA,37.0,DET,31.0,-6.0,68.0,180.0,-218.0,4.5,-110.0,-110.0,47.5,-108.0,-112.0
2023_02_IND_HOU,2023,REG,2,2023-09-17,IND,31.0,HOU,20.0,-11.0,51.0,-110.0,-110.0,-1.0,-105.0,-115.0,40.0,-110.0,-110.0
2023_02_KC_JAX,2023,REG,2,2023-09-17,KC,17.0,JAX,9.0,-8.0,26.0,-170.0,142.0,-3.5,-102.0,-118.0,50.5,-110.0,-110.0
2023_02_CHI_TB,2023,REG,2,2023-09-17,CHI,17.0,TB,27.0,10.0,44.0,114.0,-135.0,2.5,-110.0,-110.0,41.0,-110.0,-110.0
2023_02_LAC_TEN,2023,REG,2,2023-09-17,LAC,24.0,TEN,27.0,3.0,51.0,-142.0,120.0,-2.5,-118.0,-102.0,45.5,-110.0,-110.0
2023_02_NYG_ARI,2023,REG,2,2023-09-17,NYG,31.0,ARI,28.0,-3.0,59.0,-225.0,185.0,-5.0,-110.0,-110.0,40.0,-110.0,-110.0
2023_02_SF_LA,2023,REG,2,2023-09-17,SF,30.0,LA,23.0,-7.0,53.0,-340.0,270.0,-7.5,-105.0,-115.0,45.0,-110.0,-110.0
2023_02_NYJ_DAL,2023,REG,2,2023-09-17,NYJ,10.0,DAL,30.0,20.0,40.0,300.0,-380.0,8.5,-110.0,-110.0,38.5,-110.0,-110.0
2023_02_WAS_DEN,2023,REG,2,2023-09-17,WAS,35.0,DEN,33.0,-2.0,68.0,164.0,-198.0,4.0,-110.0,-110.0,38.5,-110.0,-110.0
2023_02_MIA_NE,2023,REG,2,2023-09-17,MIA,24.0,NE,17.0,-7.0,41.0,-130.0,110.0,-2.0,-112.0,-108.0,46.5,-112.0,-108.0
2023_02_NO_CAR,2023,REG,2,2023-09-18,NO,20.0,CAR,17.0,-3.0,37.0,-175.0,145.0,-3.0,-118.0,-102.0,39.5,-108.0,-112.0
2023_02_CLE_PIT,2023,REG,2,2023-09-18,CLE,22.0,PIT,26.0,4.0,48.0,-148.0,124.0,-2.5,-115.0,-105.0,39.0,-110.0,-110.0
2023_03_NYG_SF,2023,REG,3,2023-09-21,NYG,12.0,SF,30.0,18.0,42.0,400.0,-535.0,10.5,-105.0,-115.0,43.5,-108.0,-112.0
2023_03_IND_BAL,2023,REG,3,2023-09-24,IND,22.0,BAL,19.0,-3.0,41.0,300.0,-380.0,7.5,-110.0,-110.0,43.5,-110.0,-110.0
2023_03_TEN_CLE,2023,REG,3,2023-09-24,TEN,3.0,CLE,27.0,24.0,30.0,154.0,-185.0,3.5,-110.0,-110.0,38.0,-110.0,-110.0
2023_03_ATL_DET,2023,REG,3,2023-09-24,ATL,6.0,DET,20.0,14.0,26.0,140.0,-166.0,3.0,100.0,-120.0,47.5,-108.0,-112.0
2023_03_NO_GB,2023,REG,3,2023-09-24,NO,17.0,GB,18.0,1.0,35.0,-125.0,105.0,-1.5,-110.0,-110.0,41.5,-110.0,-110.0
2023_03_HOU_JAX,2023,REG,3,2023-09-24,HOU,37.0,JAX,17.0,-20.0,54.0,300.0,-380.0,7.5,-110.0,-110.0,43.5,-110.0,-110.0
2023_03_DEN_MIA,2023,REG,3,2023-09-24,DEN,20.0,MIA,70.0,50.0,90.0,205.0,-250.0,6.0,-110.0,-110.0,47.5,-110.0,-110.0
2023_03_LAC_MIN,2023,REG,3,2023-09-24,LAC,28.0,MIN,24.0,-4.0,52.0,-110.0,-110.0,1.0,-115.0,-105.0,54.0,-110.0,-110.0
2023_03_NE_NYJ,2023,REG,3,2023-09-24,NE,15.0,NYJ,10.0,-5.0,25.0,-142.0,120.0,-2.5,-112.0,-108.0,35.5,-110.0,-110.0
2023_03_BUF_WAS,2023,REG,3,2023-09-24,BUF,37.0,WAS,3.0,-34.0,40.0,-245.0,200.0,-5.5,-115.0,-105.0,44.0,-108.0,-112.0
2023_03_CAR_SEA,2023,REG,3,2023-09-24,CAR,27.0,SEA,37.0,10.0,64.0,185.0,-225.0,5.0,-110.0,-110.0,42.5,-110.0,-110.0
2023_03_DAL_ARI,2023,REG,3,2023-09-24,DAL,16.0,ARI,28.0,12.0,44.0,-650.0,470.0,-11.5,-110.0,-110.0,43.5,-110.0,-110.0
2023_03_CHI_KC,2023,REG,3,2023-09-24,CHI,10.0,KC,41.0,31.0,51.0,525.0,-750.0,13.0,-110.0,-110.0,48.0,-110.0,-110.0
