game_id,season,game_type,week,gameday,away_team,away_score,home_team,home_score,result,total,away_moneyline,home_moneyline,spread_line,away_spread_odds,home_spread_odds,total_line,under_odds,over_odds
2005_01_OAK_NE,2005,REG,1,2005-09-08,OAK,20.0,NE,30.0,10.0,50.0,,,7.5,,,50.0,,
2005_01_HOU_BUF,2005,REG,1,2005-09-11,HOU,7.0,BUF,22.0,15.0,29.0,,,4.5,,,39.0,,
2005_01_NO_CAR,2005,REG,1,2005-09-11,NO,23.0,CAR,20.0,-3.0,43.0,,,6.5,,,45.5,,
2005_01_CIN_CLE,2005,REG,1,2005-09-11,CIN,27.0,CLE,13.0,-14.0,40.0,,,-3.5,,,44.5,,
2005_01_SEA_JAX,2005,REG,1,2005-09-11,SEA,14.0,JAX,26.0,12.0,40.0,,,3.0,,,40.0,,
2005_01_NYJ_KC,2005,REG,1,2005-09-11,NYJ,7.0,KC,27.0,20.0,34.0,,,3.0,,,48.5,,
2005_01_DEN_MIA,2005,REG,1,2005-09-11,DEN,10.0,MIA,34.0,24.0,44.0,,,-4.5,,,38.5,,
2005_01_TB_MIN,2005,REG,1,2005-09-11,TB,24.0,MIN,13.0,-11.0,37.0,,,6.0,,,43.5,,
2005_01_TEN_PIT,2005,REG,1,2005-09-11,TEN,7.0,PIT,34.0,27.0,41.0,,,7.0,,,40.5,,
2005_01_CHI_WAS,2005,REG,1,2005-09-11,CHI,7.0,WAS,9.0,2.0,16.0,,,6.0,,,33.0,,
2005_01_GB_DET,2005,REG,1,2005-09-11,GB,3.0,DET,17.0,14.0,20.0,,,3.0,,,46.0,,
2005_01_ARI_NYG,2005,REG,1,2005-09-11,ARI,19.0,NYG,42.0,23.0,61.0,,,1.5,,,37.5,,
2005_01_DAL_SD,2005,REG,1,2005-09-11,DAL,28.0,SD,24.0,-4.0,52.0,,,5.0,,,41.0,,
2005_01_STL_SF,2005,REG,1,2005-09-11,STL,25.0,SF,28.0,3.0,53.0,,,-4.5,,,46.0,,
2005_01_IND_BAL,2005,REG,1,2005-09-11,IND,24.0,BAL,7.0,-17.0,31.0,,,-3.0,,,47.0,,
2005_01_PHI_ATL,2005,REG,1,2005-09-12,PHI,10.0,ATL,14.0,4.0,24.0,,,-2.0,,,41.5,,
2005_02_NE_CAR,2005,REG,2,2005-09-18,NE,17.0,CAR,27.0,10.0,44.0,,,-3.0,,,44.0,,
2005_02_DET_CHI,2005,REG,2,2005-09-18,DET,6.0,CHI,38.0,32.0,44.0,,,-2.5,,,34.0,,
2005_02_MIN_CIN,2005,REG,2,2005-09-18,MIN,8.0,CIN,37.0,29.0,45.0,,,3.0,,,47.0,,
2005_02_PIT_HOU,2005,REG,2,2005-09-18,PIT,27.0,HOU,7.0,-20.0,34.0,,,-4.5,,,39.5,,
2005_02_JAX_IND,2005,REG,2,2005-09-18,JAX,3.0,IND,10.0,7.0,13.0,,,9.0,,,46.0,,
2005_02_SF_PHI,2005,REG,2,2005-09-18,SF,3.0,PHI,42.0,39.0,45.0,,,11.5,,,43.0,,
2005_02_BUF_TB,2005,REG,2,2005-09-18,BUF,3.0,TB,19.0,16.0,22.0,,,2.5,,,35.0,,
2005_02_BAL_TEN,2005,REG,2,2005-09-18,BAL,10.0,TEN,25.0,15.0,35.0,,,-3.5,,,36.0,,
2005_02_STL_ARI,2005,REG,2,2005-09-18,STL,17.0,ARI,12.0,-5.0,29.0,,,-1.0,,,44.0,,
2005_02_ATL_SEA,2005,REG,2,2005-09-18,ATL,18.0,SEA,21.0,3.0,39.0,,,1.0,,,41.5,,
2005_02_SD_DEN,2005,REG,2,2005-09-18,SD,17.0,DEN,20.0,3.0,37.0,,,3.0,,,44.0,,
2005_02_CLE_GB,2005,REG,2,2005-09-18,CLE,26.0,GB,24.0,-2.0,50.0,,,7.0,,,43.0,,
2005_02_MIA_NYJ,2005,REG,2,2005-09-18,MIA,7.0,NYJ,17.0,10.0,24.0,,,6.0,,,37.0,,
2005_02_KC_OAK,2005,REG,2,2005-09-18,KC,23.0,OAK,17.0,-6.0,40.0,,,-1.5,,,53.0,,
2005_02_WAS_DAL,2005,REG,2,2005-09-19,WAS,14.0,DAL,13.0,-1.0,27.0,,,6.0,,,36.0,,
2005_02_NYG_NO,2005,REG,2,2005-09-19,NYG,27.0,NO,10.0,-17.0,37.0,,,-3.0,,,43.0,,
2005_03_ATL_BUF,2005,REG,3,2005-09-25,ATL,24.0,BUF,16.0,-8.0,40.0,,,3.0,,,36.0,,
2005_03_CIN_CHI,2005,REG,3,2005-09-25,CIN,24.0,CHI,7.0,-17.0,31.0,,,-3.0,,,39.0,,
2005_03_TB_GB,2005,REG,3,2005-09-25,TB,17.0,GB,16.0,-1.0,33.0,,,-3.0,,,38.0,,
2005_03_CLE_IND,2005,REG,3,2005-09-25,CLE,6.0,IND,13.0,7.0,19.0,,,13.5,,,47.0,,
2005_03_CAR_MIA,2005,REG,3,2005-09-25,CAR,24.0,MIA,27.0,3.0,51.0,,,-3.5,,,37.5,,
2005_03_NO_MIN,2005,REG,3,2005-09-25,NO,16.0,MIN,33.0,17.0,49.0,,,3.5,,,44.5,,
2005_03_JAX_NYJ,2005,REG,3,2005-09-25,JAX,26.0,NYJ,20.0,-6.0,46.0,,,2.5,,,34.5,,
2005_03_OAK_PHI,2005,REG,3,2005-09-25,OAK,20.0,PHI,23.0,3.0,43.0,,,8.5,,,47.0,,
2005_03_TEN_STL,2005,REG,3,2005-09-25,TEN,27.0,STL,31.0,4.0,58.0,,,6.5,,,46.0,,
2005_03_ARI_SEA,2005,REG,3,2005-09-25,ARI,12.0,SEA,37.0,25.0,49.0,,,6.5,,,42.0,,
2005_03_DAL_SF,2005,REG,3,2005-09-25,DAL,34.0,SF,31.0,-3.0,65.0,,,-6.5,,,41.0,,
2005_03_NE_PIT,2005,REG,3,2005-09-25,NE,23.0,PIT,20.0,-3.0,43.0,,,3.0,,,41.5,,
2005_03_NYG_SD,2005,REG,3,2005-09-25,NYG,23.0,SD,45.0,22.0,68.0,,,5.5,,,42.5,,
2005_03_KC_DEN,2005,REG,3,2005-09-26,KC,10.0,DEN,30.0,20.0,40.0,,,2.5,,,49.0,,
2005_04_HOU_CIN,2005,REG,4,2005-10-02,HOU,10.0,CIN,16.0,6.0,26.0,,,9.5,,,41.5,,
2005_04_DEN_JAX,2005,REG,4,2005-10-02,DEN,20.0,JAX,7.0,-13.0,27.0,,,4.0,,,37.5,,
