game_id,season,game_type,week,gameday,away_team,away_score,home_team,home_score,result,total,away_moneyline,home_moneyline,spread_line,away_spread_odds,home_spread_odds,total_line,under_odds,over_odds,away_team_money_line_5Dimes,away_team_money_line_sportbet,home_team_money_line_5Dimes,home_team_money_line_sportbet,away_team_money_line_bet365,home_team_money_line_bet365,away_team_money_line_BETOnline,away_team_money_line_SPORTS BETTING,home_team_money_line_BETOnline,home_team_money_line_SPORTS BETTING,away_team_money_line_BOVADA,away_team_money_line_bodog,home_team_money_line_BOVADA,home_team_money_line_bodog,away_team_money_line_BOOKMAKER,away_team_money_line_BetCRIS,home_team_money_line_BOOKMAKER,home_team_money_line_BetCRIS,away_team_money_line_JAZZ,home_team_money_line_JAZZ,away_team_money_line_JUSTBET,home_team_money_line_JUSTBET,away_team_money_line_MATCHBOOK,home_team_money_line_MATCHBOOK,away_team_money_line_PINNACLE,home_team_money_line_PINNACLE,away_team_money_line_intertops,home_team_money_line_intertops,away_team_money_line_Sports Interaction,home_team_money_line_Sports Interaction,away_team_money_line_youwager.eu,home_team_money_line_youwager.eu,away_team_money_line_HERITAGE,home_team_money_line_HERITAGE,away_team_money_line_SBR,home_team_money_line_SBR,away_team_money_line_WAGERWEB,home_team_money_line_WAGERWEB,away_team_money_line_GT BETS,home_team_money_line_GT BETS,away_team_spread_5Dimes,away_team_spread_sportbet,home_team_spread_5Dimes,home_team_spread_sportbet,away_team_spread_bet365,home_team_spread_bet365,away_team_spread_BETOnline,away_team_spread_SPORTS BETTING,home_team_spread_BETOnline,home_team_spread_SPORTS BETTING,away_team_spread_BOVADA,away_team_spread_bodog,home_team_spread_BOVADA,home_team_spread_bodog,away_team_spread_BOOKMAKER,away_team_spread_BetCRIS,home_team_spread_BOOKMAKER,home_team_spread_BetCRIS,away_team_spread_JAZZ,home_team_spread_JAZZ,away_team_spread_JUSTBET,home_team_spread_JUSTBET,away_team_spread_MATCHBOOK,home_team_spread_MATCHBOOK,away_team_spread_PINNACLE,home_team_spread_PINNACLE,away_team_spread_intertops,home_team_spread_intertops,away_team_spread_Sports Interaction,home_team_spread_Sports Interaction,away_team_spread_youwager.eu,home_team_spread_youwager.eu,away_team_spread_HERITAGE,home_team_spread_HERITAGE,away_team_spread_SBR,home_team_spread_SBR,away_team_spread_WAGERWEB,home_team_spread_WAGERWEB,away_team_spread_GT BETS,home_team_spread_GT BETS,under_total_5Dimes,under_total_sportbet,over_total_5Dimes,over_total_sportbet,under_total_bet365,over_total_bet365,under_total_BETOnline,under_total_SPORTS BETTING,over_total_BETOnline,over_total_SPORTS BETTING,under_total_BOVADA,under_total_bodog,over_total_BOVADA,over_total_bodog,under_total_BOOKMAKER,under_total_BetCRIS,over_total_BOOKMAKER,over_total_BetCRIS,under_total_JAZZ,over_total_JAZZ,under_total_JUSTBET,over_total_JUSTBET,under_total_MATCHBOOK,over_total_MATCHBOOK,under_total_PINNACLE,over_total_PINNACLE,under_total_intertops,over_total_intertops,under_total_Sports Interaction,over_total_Sports Interaction,under_total_youwager.eu,over_total_youwager.eu,under_total_HERITAGE,over_total_HERITAGE,under_total_SBR,over_total_SBR,under_total_WAGERWEB,over_total_WAGERWEB,under_total_GT BETS,over_total_GT BETS,home_team_money_line_MY BOOKIE,away_team_money_line_MY BOOKIE,home_team_spread_MY BOOKIE,away_team_spread_MY BOOKIE,under_total_MY BOOKIE,over_total_MY BOOKIE
2015_14_TEN_NYJ,2015.0,REG,14.0,2015-12-13,TEN,8.0,NYJ,30.0,22.0,38.0,297.0,-340.0,8.0,-113.0,102.0,43.0,-104.0,-106.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015_14_BUF_PHI,2015.0,REG,14.0,2015-12-13,BUF,20.0,PHI,23.0,3.0,43.0,102.0,-113.0,1.0,-103.0,-107.0,48.0,-110.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015_14_DET_STL,2015.0,REG,14.0,2015-12-13,DET,14.0,STL,21.0,7.0,35.0,-155.0,140.0,-3.0,-105.0,-105.0,41.5,-104.0,-106.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015_14_NO_TB,2015.0,REG,14.0,2015-12-13,NO,24.0,TB,17.0,-7.0,41.0,220.0,-247.0,6.0,-102.0,-108.0,52.0,-106.0,-104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015_14_OAK_DEN,2015.0,REG,14.0,2015-12-13,OAK,15.0,DEN,12.0,-3.0,27.0,235.0,-265.0,6.0,-102.0,-108.0,43.0,-107.0,-103.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015_14_DAL_GB,2015.0,REG,14.0,2015-12-13,DAL,7.0,GB,28.0,21.0,35.0,241.0,-272.0,6.0,100.0,-110.0,43.0,103.0,-114.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015_14_NE_HOU,2015.0,REG,14.0,2015-12-13,NE,27.0,HOU,6.0,-21.0,33.0,-202.0,181.0,-4.0,-104.0,-106.0,46.0,-105.0,-105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015_14_NYG_MIA,2015.0,REG,14.0,2015-12-14,NYG,31.0,MIA,24.0,-7.0,55.0,-123.0,111.0,-2.5,-101.0,-109.0,47.5,-105.0,-105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015_15_TB_STL,2015.0,REG,15.0,2015-12-17,TB,23.0,STL,31.0,8.0,54.0,-105.0,-105.0,1.0,-113.0,102.0,41.0,-106.0,-104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015_15_NYJ_DAL,2015.0,REG,15.0,2015-12-19,NYJ,19.0,DAL,16.0,-3.0,35.0,-152.0,137.0,-3.0,-103.0,-107.0,41.0,-113.0,102.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015_15_KC_BAL,2015.0,REG,15.0,2015-12-20,KC,34.0,BAL,14.0,-20.0,48.0,-260.0,231.0,-6.5,-105.0,-105.0,41.0,-104.0,-106.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015_15_HOU_IND,2015.0,REG,15.0,2015-12-20,HOU,16.0,IND,10.0,-6.0,26.0,120.0,-133.0,2.5,-105.0,-105.0,42.0,-103.0,-107.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015_15_ATL_JAX,2015.0,REG,15.0,2015-12-20,ATL,23.0,JAX,17.0,-6.0,40.0,113.0,-125.0,2.0,-103.0,-107.0,47.5,-109.0,-101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015_15_CHI_MIN,2015.0,REG,15.0,2015-12-20,CHI,17.0,MIN,38.0,21.0,55.0,176.0,-196.0,4.0,-105.0,-105.0,43.5,-102.0,-108.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015_15_TEN_NE,2015.0,REG,15.0,2015-12-20,TEN,16.0,NE,33.0,17.0,49.0,767.0,-1000.0,14.5,-117.0,106.0,48.0,-102.0,-108.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015_15_CAR_NYG,2015.0,REG,15.0,2015-12-20,CAR,38.0,NYG,35.0,-3.0,73.0,-208.0,186.0,-4.5,-109.0,-101.0,46.5,-106.0,-104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015_15_BUF_WAS,2015.0,REG,15.0,2015-12-20,BUF,25.0,WAS,35.0,10.0,60.0,-123.0,111.0,-2.5,102.0,-113.0,46.0,-106.0,-104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015_15_GB_OAK,2015.0,REG,15.0,2015-12-20,GB,30.0,OAK,20.0,-10.0,50.0,-202.0,181.0,-4.0,-106.0,-104.0,47.0,-106.0,-104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015_15_CLE_SEA,2015.0,REG,15.0,2015-12-20,CLE,13.0,SEA,30.0,17.0,43.0,767.0,-1000.0,14.5,-105.0,-105.0,45.0,-113.0,102.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015_15_DEN_PIT,2015.0,REG,15.0,2015-12-20,DEN,27.0,PIT,34.0,7.0,61.0,301.0,-345.0,7.5,-103.0,-107.0,45.5,-102.0,-108.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015_15_MIA_SD,2015.0,REG,15.0,2015-12-20,MIA,14.0,SD,30.0,16.0,44.0,-105.0,-105.0,1.0,-114.0,103.0,46.5,-110.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015_15_CIN_SF,2015.0,REG,15.0,2015-12-20,CIN,24.0,SF,14.0,-10.0,38.0,-297.0,262.0,-7.0,103.0,-114.0,41.0,102.0,-112.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015_15_ARI_PHI,2015.0,REG,15.0,2015-12-20,ARI,40.0,PHI,17.0,-23.0,57.0,-173.0,156.0,-3.5,104.0,-115.0,50.5,-110.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015_15_DET_NO,2015.0,REG,15.0,2015-12-21,DET,35.0,NO,27.0,-8.0,62.0,112.0,-124.0,2.5,-110.0,100.0,52.0,-102.0,-108.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015_16_SD_OAK,2015.0,REG,16.0,2015-12-24,SD,20.0,OAK,23.0,3.0,43.0,181.0,-202.0,4.0,-105.0,-105.0,45.0,100.0,-110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015_16_WAS_PHI,2015.0,REG,16.0,2015-12-26,WAS,38.0,PHI,24.0,-14.0,62.0,171.0,-190.0,3.5,-101.0,-109.0,48.0,-103.0,-107.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015_16_CAR_ATL,2015.0,REG,16.0,2015-12-27,CAR,13.0,ATL,20.0,7.0,33.0,-270.0,239.0,-7.0,102.0,-113.0,45.5,-102.0,-108.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015_16_PIT_BAL,2015.0,REG,16.0,2015-12-27,PIT,17.0,BAL,20.0,3.0,37.0,-550.0,461.0,-11.0,-109.0,-101.0,47.5,-113.0,102.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015_16_DAL_BUF,2015.0,REG,16.0,2015-12-27,DAL,6.0,BUF,16.0,10.0,22.0,231.0,-260.0,6.5,-107.0,-103.0,42.0,-110.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015_16_SF_DET,2015.0,REG,16.0,2015-12-27,SF,17.0,DET,32.0,15.0,49.0,346.0,-400.0,8.5,104.0,-115.0,42.5,-109.0,-101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015_16_CLE_KC,2015.0,REG,16.0,2015-12-27,CLE,13.0,KC,17.0,4.0,30.0,461.0,-550.0,11.5,-103.0,-107.0,42.5,-115.0,104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015_16_IND_MIA,2015.0,REG,16.0,2015-12-27,IND,18.0,MIA,12.0,-6.0,30.0,120.0,-133.0,2.5,101.0,-111.0,44.0,-111.0,101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015_16_NE_NYJ,2015.0,REG,16.0,2015-12-27,NE,20.0,NYJ,26.0,6.0,46.0,-134.0,121.0,-2.5,-110.0,100.0,45.5,100.0,-110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015_16_CHI_TB,2015.0,REG,16.0,2015-12-27,CHI,26.0,TB,21.0,-5.0,47.0,161.0,-179.0,3.0,111.0,-123.0,44.0,-102.0,-108.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015_16_HOU_TEN,2015.0,REG,16.0,2015-12-27,HOU,34.0,TEN,6.0,-28.0,40.0,-170.0,153.0,-3.5,111.0,-123.0,39.0,-104.0,-106.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015_16_JAX_NO,2015.0,REG,16.0,2015-12-27,JAX,27.0,NO,38.0,11.0,65.0,118.0,-130.0,2.5,-103.0,-107.0,52.5,-107.0,-103.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015_16_GB_ARI,2015.0,REG,16.0,2015-12-27,GB,8.0,ARI,38.0,30.0,46.0,221.0,-248.0,6.0,-102.0,-108.0,50.0,-107.0,-103.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015_16_STL_SEA,2015.0,REG,16.0,2015-12-27,STL,23.0,SEA,17.0,-6.0,40.0,480.0,-575.0,11.0,-110.0,100.0,42.0,100.0,-110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015_16_NYG_MIN,2015.0,REG,16.0,2015-12-27,NYG,17.0,MIN,49.0,32.0,66.0,269.0,-305.0,7.0,-110.0,100.0,44.5,-110.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015_16_CIN_DEN,2015.0,REG,16.0,2015-12-28,CIN,17.0,DEN,20.0,3.0,37.0,166.0,-185.0,3.5,-108.0,-102.0,39.0,-107.0,-103.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015_17_NO_ATL,2015.0,REG,17.0,2016-01-03,NO,20.0,ATL,17.0,-3.0,37.0,221.0,-248.0,6.0,-106.0,-104.0,53.5,-107.0,-103.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015_17_NYJ_BUF,2015.0,REG,17.0,2016-01-03,NYJ,17.0,BUF,22.0,5.0,39.0,-145.0,131.0,-2.5,-119.0,108.0,41.0,-108.0,-102.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015_17_DET_CHI,2015.0,REG,17.0,2016-01-03,DET,24.0,CHI,20.0,-4.0,44.0,-124.0,112.0,-2.5,-103.0,-107.0,45.0,-106.0,-104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015_17_BAL_CIN,2015.0,REG,17.0,2016-01-03,BAL,16.0,CIN,24.0,8.0,40.0,330.0,-380.0,10.0,-123.0,111.0,40.5,-106.0,-104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015_17_PIT_CLE,2015.0,REG,17.0,2016-01-03,PIT,28.0,CLE,12.0,-16.0,40.0,-600.0,498.0,-13.0,103.0,-114.0,47.0,104.0,-115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015_17_WAS_DAL,2015.0,REG,17.0,2016-01-03,WAS,34.0,DAL,23.0,-11.0,57.0,151.0,-167.0,3.0,111.0,-122.0,41.0,-105.0,-105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015_17_JAX_HOU,2015.0,REG,17.0,2016-01-03,JAX,6.0,HOU,30.0,24.0,36.0,197.0,-220.0,5.0,-102.0,-108.0,45.0,100.0,-110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015_17_TEN_IND,2015.0,REG,17.0,2016-01-03,TEN,24.0,IND,30.0,6.0,54.0,166.0,-185.0,3.5,-105.0,-105.0,39.0,-105.0,-105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015_17_NE_MIA,2015.0,REG,17.0,2016-01-03,NE,10.0,MIA,20.0,10.0,30.0,-380.0,330.0,-10.0,104.0,-115.0,46.5,-103.0,-107.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015_17_PHI_NYG,2015.0,REG,17.0,2016-01-03,PHI,35.0,NYG,30.0,-5.0,65.0,181.0,-202.0,4.0,100.0,-110.0,51.0,-104.0,-106.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015_17_SEA_ARI,2015.0,REG,17.0,2016-01-03,SEA,36.0,ARI,6.0,-30.0,42.0,209.0,-234.0,6.0,-109.0,-101.0,46.5,-105.0,-105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015_17_TB_CAR,2015.0,REG,17.0,2016-01-03,TB,10.0,CAR,38.0,28.0,48.0,347.0,-402.0,10.0,-118.0,107.0,44.0,-110.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015_17_SD_DEN,2015.0,REG,17.0,2016-01-03,SD,20.0,DEN,27.0,7.0,47.0,393.0,-460.0,10.0,102.0,-113.0,42.0,-107.0,-103.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015_17_OAK_KC,2015.0,REG,17.0,2016-01-03,OAK,17.0,KC,23.0,6.0,40.0,256.0,-290.0,6.5,-104.0,-106.0,43.5,-102.0,-108.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015_17_STL_SF,2015.0,REG,17.0,2016-01-03,STL,16.0,SF,19.0,3.0,35.0,-162.0,146.0,-3.0,-115.0,104.0,39.0,-110.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015_17_MIN_GB,2015.0,REG,17.0,2016-01-03,MIN,20.0,GB,13.0,-7.0,33.0,133.0,-147.0,3.0,-115.0,104.0,44.0,-110.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
