game_id,season,game_type,week,gameday,away_team,away_score,home_team,home_score,result,total,away_moneyline,home_moneyline,spread_line,away_spread_odds,home_spread_odds,total_line,under_odds,over_odds
2024_01_BAL_KC,2024,REG,1,2024-09-05,BAL,,KC,,,,130.0,-155.0,3.0,-112.0,-108.0,47.5,-110.0,-110.0
2024_01_GB_PHI,2024,REG,1,2024-09-06,GB,,PHI,,,,105.0,-125.0,1.0,-108.0,-112.0,48.5,-110.0,-110.0
2024_01_PIT_ATL,2024,REG,1,2024-09-08,PIT,,ATL,,,,124.0,-148.0,3.0,-118.0,-102.0,43.0,-110.0,-110.0
2024_01_ARI_BUF,2024,REG,1,2024-09-08,ARI,,BUF,,,,280.0,-355.0,7.0,100.0,-120.0,48.0,-110.0,-110.0
2024_01_TEN_CHI,2024,REG,1,2024-09-08,TEN,,CHI,,,,180.0,-218.0,4.5,-110.0,-110.0,43.5,-110.0,-110.0
2024_01_NE_CIN,2024,REG,1,2024-09-08,NE,,CIN,,,,320.0,-410.0,9.0,-110.0,-110.0,43.0,-110.0,-110.0
2024_01_HOU_IND,2024,REG,1,2024-09-08,HOU,,IND,,,,-122.0,102.0,-1.5,-110.0,-110.0,48.0,-112.0,-108.0
2024_01_JAX_MIA,2024,REG,1,2024-09-08,JAX,,MIA,,,,150.0,-180.0,3.5,-110.0,-110.0,49.5,-110.0,-110.0
2024_01_CAR_NO,2024,REG,1,2024-09-08,CAR,,NO,,,,170.0,-205.0,5.0,-112.0,-108.0,40.5,-110.0,-110.0
2024_01_MIN_NYG,2024,REG,1,2024-09-08,MIN,,NYG,,,,-108.0,-112.0,1.0,-115.0,-105.0,41.5,-110.0,-110.0
2024_01_LV_LAC,2024,REG,1,2024-09-08,LV,,LAC,,,,142.0,-170.0,3.0,100.0,-120.0,43.5,-110.0,-110.0
2024_01_DEN_SEA,2024,REG,1,2024-09-08,DEN,,SEA,,,,180.0,-218.0,4.5,-110.0,-110.0,42.5,-110.0,-110.0
2024_01_DAL_CLE,2024,REG,1,2024-09-08,DAL,,CLE,,,,-112.0,-108.0,1.0,-118.0,-102.0,44.0,-112.0,-108.0
2024_01_WAS_TB,2024,REG,1,2024-09-08,WAS,,TB,,,,154.0,-185.0,3.5,-110.0,-110.0,41.5,-110.0,-110.0
2024_01_LA_DET,2024,REG,1,2024-09-08,LA,,DET,,,,145.0,-175.0,3.0,100.0,-120.0,51.0,-110.0,-110.0
2024_01_NYJ_SF,2024,REG,1,2024-09-09,NYJ,,SF,,,,200.0,-245.0,5.5,-105.0,-115.0,45.5,-110.0,-110.0
2024_02_BUF_MIA,2024,REG,2,2024-09-12,BUF,,MIA,,,,-105.0,-115.0,1.0,-110.0,-110.0,51.0,-110.0,-110.0
2024_02_LV_BAL,2024,REG,2,2024-09-15,LV,,BAL,,,,270.0,-340.0,7.0,100.0,-120.0,44.5,-110.0,-110.0
2024_02_LAC_CAR,2024,REG,2,2024-09-15,LAC,,CAR,,,,-225.0,185.0,-5.0,-110.0,-110.0,41.5,-110.0,-110.0
2024_02_NO_DAL,2024,REG,2,2024-09-15,NO,,DAL,,,,205.0,-250.0,6.0,-110.0,-110.0,44.5,-110.0,-110.0
2024_02_TB_DET,2024,REG,2,2024-09-15,TB,,DET,,,,205.0,-250.0,6.0,-110.0,-110.0,48.5,-110.0,-110.0
2024_02_IND_GB,2024,REG,2,2024-09-15,IND,,GB,,,,160.0,-192.0,4.0,-112.0,-108.0,47.0,-112.0,-108.0
2024_02_CLE_JAX,2024,REG,2,2024-09-15,CLE,,JAX,,,,-105.0,-115.0,1.0,-110.0,-110.0,45.0,-110.0,-110.0
2024_02_SF_MIN,2024,REG,2,2024-09-15,SF,,MIN,,,,-258.0,210.0,-6.0,-110.0,-110.0,46.5,-110.0,-110.0
2024_02_SEA_NE,2024,REG,2,2024-09-15,SEA,,NE,,,,-148.0,124.0,-2.5,-120.0,100.0,42.5,-110.0,-110.0
2024_02_NYJ_TEN,2024,REG,2,2024-09-15,NYJ,,TEN,,,,-185.0,154.0,-4.0,-110.0,-110.0,43.5,-110.0,-110.0
2024_02_NYG_WAS,2024,REG,2,2024-09-15,NYG,,WAS,,,,114.0,-135.0,3.0,-120.0,100.0,42.5,-110.0,-110.0
2024_02_LA_ARI,2024,REG,2,2024-09-15,LA,,ARI,,,,-130.0,110.0,-2.5,-110.0,-110.0,48.5,-112.0,-108.0
2024_02_PIT_DEN,2024,REG,2,2024-09-15,PIT,,DEN,,,,-155.0,130.0,-3.0,-112.0,-108.0,41.5,-110.0,-110.0
2024_02_CIN_KC,2024,REG,2,2024-09-15,CIN,,KC,,,,160.0,-192.0,4.0,-110.0,-110.0,49.0,-110.0,-110.0
2024_02_CHI_HOU,2024,REG,2,2024-09-15,CHI,,HOU,,,,142.0,-170.0,3.0,100.0,-120.0,47.0,-110.0,-110.0
2024_02_ATL_PHI,2024,REG,2,2024-09-16,ATL,,PHI,,,,140.0,-166.0,3.5,-115.0,-105.0,48.5,-110.0,-110.0
2024_03_NE_NYJ,2024,REG,3,2024-09-19,NE,,NYJ,,,,275.0,-345.0,7.5,-110.0,-110.0,42.0,-110.0,-110.0
2024_03_NYG_CLE,2024,REG,3,2024-09-22,NYG,,CLE,,,,215.0,-265.0,6.5,-112.0,-108.0,42.5,-112.0,-108.0
2024_03_CHI_IND,2024,REG,3,2024-09-22,CHI,,IND,,,,110.0,-130.0,2.0,-110.0,-110.0,47.0,-112.0,-108.0
2024_03_HOU_MIN,2024,REG,3,2024-09-22,HOU,,MIN,,,,-198.0,164.0,-3.5,-120.0,100.0,46.5,-110.0,-110.0
2024_03_PHI_NO,2024,REG,3,2024-09-22,PHI,,NO,,,,-155.0,130.0,-3.0,-110.0,-110.0,45.0,-110.0,-110.0
2024_03_LAC_PIT,2024,REG,3,2024-09-22,LAC,,PIT,,,,105.0,-125.0,2.0,-110.0,-110.0,42.5,-112.0,-108.0
2024_03_DEN_TB,2024,REG,3,2024-09-22,DEN,,TB,,,,145.0,-175.0,3.5,-110.0,-110.0,43.0,-110.0,-110.0
2024_03_GB_TEN,2024,REG,3,2024-09-22,GB,,TEN,,,,-192.0,160.0,-3.5,-110.0,-110.0,44.0,-110.0,-110.0
2024_03_CAR_LV,2024,REG,3,2024-09-22,CAR,,LV,,,,154.0,-185.0,4.0,-110.0,-110.0,42.0,-110.0,-110.0
2024_03_MIA_SEA,2024,REG,3,2024-09-22,MIA,,SEA,,,,-130.0,110.0,-2.0,-110.0,-110.0,49.0,-110.0,-110.0
2024_03_DET_ARI,2024,REG,3,2024-09-22,DET,,ARI,,,,-192.0,160.0,-4.0,-110.0,-110.0,50.0,-112.0,-108.0
2024_03_BAL_DAL,2024,REG,3,2024-09-22,BAL,,DAL,,,,-108.0,-112.0,1.0,-115.0,-105.0,48.0,-110.0,-110.0
2024_03_SF_LA,2024,REG,3,2024-09-22,SF,,LA,,,,-162.0,136.0,-3.0,-110.0,-110.0,48.0,-112.0,-108.0
2024_03_KC_ATL,2024,REG,3,2024-09-22,KC,,ATL,,,,-155.0,130.0,-3.0,-110.0,-110.0,49.0,-110.0,-110.0
2024_03_JAX_BUF,2024,REG,3,2024-09-23,JAX,,BUF,,,,185.0,-225.0,5.0,-110.0,-110.0,49.0,-110.0,-110.0
2024_03_WAS_CIN,2024,REG,3,2024-09-23,WAS,,CIN,,,,260.0,-325.0,7.0,-105.0,-115.0,48.0,-110.0,-110.0
2024_04_DAL_NYG,2024,REG,4,2024-09-26,DAL,,NYG,,,,-198.0,164.0,-4.0,-110.0,-110.0,44.5,-110.0,-110.0
2024_04_NO_ATL,2024,REG,4,2024-09-29,NO,,ATL,,,,154.0,-185.0,4.0,-110.0,-110.0,44.5,-112.0,-108.0
2024_04_CIN_CAR,2024,REG,4,2024-09-29,CIN,,CAR,,,,-270.0,220.0,-6.5,-110.0,-110.0,46.0,-112.0,-108.0
