game_id,market_type,abbr,lines,odds,opening_lines,opening_odds,book,season
2007_01_NO_IND,money_line,IND,,-235,,,5Dimes,2007
2007_01_NO_IND,money_line,IND,,-235,,,sportbet,2007
2007_01_NO_IND,money_line,NO,,195,,,5Dimes,2007
2007_01_NO_IND,money_line,NO,,195,,,sportbet,2007
2007_01_NO_IND,money_line,IND,,-230,,,bet365,2007
2007_01_NO_IND,money_line,NO,,190,,,bet365,2007
2007_01_NO_IND,money_line,IND,,-235,,,BETOnline,2007
2007_01_NO_IND,money_line,IND,,-235,,,SPORTS BETTING,2007
2007_01_NO_IND,money_line,NO,,195,,,BETOnline,2007
2007_01_NO_IND,money_line,NO,,195,,,SPORTS BETTING,2007
2007_01_NO_IND,money_line,IND,,-230,,,BOVADA,2007
2007_01_NO_IND,money_line,IND,,-230,,,bodog,2007
2007_01_NO_IND,money_line,NO,,190,,,BOVADA,2007
2007_01_NO_IND,money_line,NO,,190,,,bodog,2007
2007_01_NO_IND,money_line,IND,,-240,,,BOOKMAKER,2007
2007_01_NO_IND,money_line,IND,,-240,,,BetCRIS,2007
2007_01_NO_IND,money_line,NO,,200,,,BOOKMAKER,2007
2007_01_NO_IND,money_line,NO,,200,,,BetCRIS,2007
2007_01_NO_IND,money_line,IND,,-235,,,JAZZ,2007
2007_01_NO_IND,money_line,NO,,195,,,JAZZ,2007
2007_01_NO_IND,money_line,IND,,-240,,,JUSTBET,2007
2007_01_NO_IND,money_line,NO,,200,,,JUSTBET,2007
2007_01_NO_IND,money_line,IND,,-216,,,MATCHBOOK,2007
2007_01_NO_IND,money_line,NO,,210,,,MATCHBOOK,2007
2007_01_NO_IND,money_line,IND,,-225,,,PINNACLE,2007
2007_01_NO_IND,money_line,NO,,205,,,PINNACLE,2007
2007_01_NO_IND,spread,IND,-5.0,-110,,,5Dimes,2007
2007_01_NO_IND,spread,IND,-5.0,-110,,,sportbet,2007
2007_01_NO_IND,spread,NO,5.0,-110,,,5Dimes,2007
2007_01_NO_IND,spread,NO,5.0,-110,,,sportbet,2007
2007_01_NO_IND,spread,IND,-5.0,-110,,,bet365,2007
2007_01_NO_IND,spread,NO,5.0,-110,,,bet365,2007
2007_01_NO_IND,spread,IND,-5.5,-105,,,BETOnline,2007
2007_01_NO_IND,spread,IND,-5.5,-105,,,SPORTS BETTING,2007
2007_01_NO_IND,spread,NO,5.5,-115,,,BETOnline,2007
2007_01_NO_IND,spread,NO,5.5,-115,,,SPORTS BETTING,2007
2007_01_NO_IND,spread,IND,-6.0,-110,,,BOVADA,2007
2007_01_NO_IND,spread,IND,-6.0,-110,,,bodog,2007
2007_01_NO_IND,spread,NO,6.0,-110,,,BOVADA,2007
2007_01_NO_IND,spread,NO,6.0,-110,,,bodog,2007
2007_01_NO_IND,spread,IND,-5.5,-110,,,BOOKMAKER,2007
2007_01_NO_IND,spread,IND,-5.5,-110,,,BetCRIS,2007
2007_01_NO_IND,spread,NO,5.5,-110,,,BOOKMAKER,2007
2007_01_NO_IND,spread,NO,5.5,-110,,,BetCRIS,2007
2007_01_NO_IND,spread,IND,-5.5,-110,,,JAZZ,2007
2007_01_NO_IND,spread,NO,5.5,-110,,,JAZZ,2007
2007_01_NO_IND,spread,IND,-5.5,-110,,,JUSTBET,2007
2007_01_NO_IND,spread,NO,5.5,-110,,,JUSTBET,2007
2007_01_NO_IND,spread,IND,-5.5,106,,,MATCHBOOK,2007
2007_01_NO_IND,spread,NO,5.5,-107,,,MATCHBOOK,2007
2007_01_NO_IND,spread,IND,-5.5,104,,,PINNACLE,2007
2007_01_NO_IND,spread,NO,5.5,-112,,,PINNACLE,2007
2007_01_NO_IND,total,under,52.5,-110,,,5Dimes,2007
2007_01_NO_IND,total,under,52.5,-110,,,sportbet,2007
2007_01_NO_IND,total,over,52.5,-110,,,5Dimes,2007
2007_01_NO_IND,total,over,52.5,-110,,,sportbet,2007
2007_01_NO_IND,total,under,53.0,-110,,,bet365,2007
