game_id,market_type,abbr,lines,odds,opening_lines,opening_odds,book,season
2019_01_TEN_CLE,money_line,CLE,,-235,0.0,-235.0,5Dimes,2019
2019_01_TEN_CLE,money_line,CLE,,-235,0.0,-235.0,sportbet,2019
2019_01_TEN_CLE,money_line,TEN,,215,0.0,215.0,5Dimes,2019
2019_01_TEN_CLE,money_line,TEN,,215,0.0,215.0,sportbet,2019
2019_01_TEN_CLE,money_line,CLE,,-250,0.0,-245.0,bet365,2019
2019_01_TEN_CLE,money_line,TEN,,210,0.0,205.0,bet365,2019
2019_01_TEN_CLE,money_line,CLE,,-240,0.0,-255.0,BETOnline,2019
2019_01_TEN_CLE,money_line,CLE,,-240,0.0,-255.0,SPORTS BETTING,2019
2019_01_TEN_CLE,money_line,TEN,,200,0.0,215.0,BETOnline,2019
2019_01_TEN_CLE,money_line,TEN,,200,0.0,215.0,SPORTS BETTING,2019
2019_01_TEN_CLE,money_line,CLE,,-260,0.0,-260.0,BOVADA,2019
2019_01_TEN_CLE,money_line,CLE,,-260,0.0,-260.0,bodog,2019
2019_01_TEN_CLE,money_line,TEN,,215,0.0,215.0,BOVADA,2019
2019_01_TEN_CLE,money_line,TEN,,215,0.0,215.0,bodog,2019
2019_01_TEN_CLE,money_line,CLE,,-250,0.0,-270.0,BOOKMAKER,2019
2019_01_TEN_CLE,money_line,CLE,,-250,0.0,-270.0,BetCRIS,2019
2019_01_TEN_CLE,money_line,TEN,,207,0.0,222.0,BOOKMAKER,2019
2019_01_TEN_CLE,money_line,TEN,,207,0.0,222.0,BetCRIS,2019
2019_01_TEN_CLE,money_line,CLE,,-245,0.0,-245.0,JAZZ,2019
2019_01_TEN_CLE,money_line,TEN,,205,0.0,205.0,JAZZ,2019
2019_01_TEN_CLE,money_line,CLE,,-250,0.0,-270.0,JUSTBET,2019
2019_01_TEN_CLE,money_line,TEN,,207,0.0,222.0,JUSTBET,2019
2019_01_TEN_CLE,money_line,CLE,,-234,0.0,-228.0,MATCHBOOK,2019
2019_01_TEN_CLE,money_line,TEN,,222,0.0,218.0,MATCHBOOK,2019
2019_01_TEN_CLE,money_line,CLE,,-230,0.0,-239.0,PINNACLE,2019
2019_01_TEN_CLE,money_line,TEN,,206,0.0,213.0,PINNACLE,2019
2019_01_TEN_CLE,money_line,CLE,,-250,0.0,-250.0,BetPHOENIX,2019
2019_01_TEN_CLE,money_line,TEN,,210,0.0,210.0,BetPHOENIX,2019
2019_01_TEN_CLE,money_line,CLE,,-250,0.0,-245.0,intertops,2019
2019_01_TEN_CLE,money_line,TEN,,210,0.0,205.0,intertops,2019
2019_01_TEN_CLE,money_line,CLE,,-246,0.0,-248.0,Sports Interaction,2019
2019_01_TEN_CLE,money_line,TEN,,204,0.0,206.0,Sports Interaction,2019
