game_id,season,game_type,week,gameday,away_team,away_score,home_team,home_score,result,total,away_moneyline,home_moneyline,spread_line,away_spread_odds,home_spread_odds,total_line,under_odds,over_odds
2021_01_DAL_TB,2021,REG,1,2021-09-09,DAL,29.0,TB,31.0,2.0,60.0,351.0,-425.0,10.0,-121.0,110.0,52.5,-108.0,-103.0
2021_01_PHI_ATL,2021,REG,1,2021-09-12,PHI,32.0,ATL,6.0,-26.0,38.0,161.0,-180.0,3.5,-109.0,-101.0,49.0,-108.0,-103.0
2021_01_PIT_BUF,2021,REG,1,2021-09-12,PIT,23.0,BUF,16.0,-7.0,39.0,232.0,-267.0,6.5,-110.0,-100.0,48.0,-114.0,103.0
2021_01_NYJ_CAR,2021,REG,1,2021-09-12,NYJ,14.0,CAR,19.0,5.0,33.0,164.0,-184.0,3.5,-108.0,-102.0,44.5,-107.0,-104.0
2021_01_MIN_CIN,2021,REG,1,2021-09-12,MIN,24.0,CIN,27.0,3.0,51.0,-135.0,122.0,-3.0,109.0,-120.0,47.0,102.0,-114.0
2021_01_SF_DET,2021,REG,1,2021-09-12,SF,41.0,DET,33.0,-8.0,74.0,-415.0,344.0,-9.5,-105.0,-105.0,46.0,-103.0,-108.0
2021_01_JAX_HOU,2021,REG,1,2021-09-12,JAX,21.0,HOU,37.0,16.0,58.0,-172.0,154.0,-3.5,103.0,-113.0,45.5,-107.0,-104.0
2021_01_SEA_IND,2021,REG,1,2021-09-12,SEA,28.0,IND,16.0,-12.0,44.0,-146.0,132.0,-3.0,106.0,-117.0,49.0,-105.0,-106.0
2021_01_ARI_TEN,2021,REG,1,2021-09-12,ARI,38.0,TEN,13.0,-25.0,51.0,131.0,-146.0,2.5,105.0,-116.0,54.0,-103.0,-108.0
2021_01_LAC_WAS,2021,REG,1,2021-09-12,LAC,20.0,WAS,16.0,-4.0,36.0,117.0,-129.0,2.5,-109.0,-101.0,45.5,-115.0,103.0
2021_01_CLE_KC,2021,REG,1,2021-09-12,CLE,29.0,KC,33.0,4.0,62.0,211.0,-241.0,5.5,-101.0,-110.0,54.5,-107.0,-105.0
2021_01_MIA_NE,2021,REG,1,2021-09-12,MIA,17.0,NE,16.0,-1.0,33.0,155.0,-173.0,3.5,-113.0,102.0,43.5,-114.0,103.0
2021_01_GB_NO,2021,REG,1,2021-09-12,GB,3.0,NO,38.0,35.0,41.0,-181.0,162.0,-4.0,103.0,-114.0,49.0,-110.0,-102.0
2021_01_DEN_NYG,2021,REG,1,2021-09-12,DEN,27.0,NYG,13.0,-14.0,40.0,-139.0,125.0,-3.0,109.0,-120.0,41.5,-105.0,-106.0
2021_01_CHI_LA,2021,REG,1,2021-09-12,CHI,14.0,LA,34.0,20.0,48.0,324.0,-387.0,9.5,-108.0,-102.0,46.0,-107.0,-104.0
2021_01_BAL_LV,2021,REG,1,2021-09-13,BAL,27.0,LV,33.0,6.0,60.0,-167.0,149.0,-3.0,-116.0,105.0,50.5,-111.0,-100.0
