game_id,season,game_type,week,gameday,away_team,away_score,home_team,home_score,result,total,away_moneyline,home_moneyline,spread_line,away_spread_odds,home_spread_odds,total_line,under_odds,over_odds
2008_01_WAS_NYG,2008,REG,1,2008-09-04,WAS,7.0,NYG,16.0,9.0,23.0,,,4.5,,,41.5,,
2008_01_DET_ATL,2008,REG,1,2008-09-07,DET,21.0,ATL,34.0,13.0,55.0,,,-3.0,,,41.0,,
2008_01_CIN_BAL,2008,REG,1,2008-09-07,CIN,10.0,BAL,17.0,7.0,27.0,,,-2.0,,,37.5,,
2008_01_SEA_BUF,2008,REG,1,2008-09-07,SEA,10.0,BUF,34.0,24.0,44.0,,,1.0,,,38.5,,
2008_01_NYJ_MIA,2008,REG,1,2008-09-07,NYJ,20.0,MIA,14.0,-6.0,34.0,,,-3.0,,,36.0,,
2008_01_KC_NE,2008,REG,1,2008-09-07,KC,10.0,NE,17.0,7.0,27.0,,,16.0,,,43.5,,
2008_01_TB_NO,2008,REG,1,2008-09-07,TB,20.0,NO,24.0,4.0,44.0,,,3.0,,,42.5,,
2008_01_STL_PHI,2008,REG,1,2008-09-07,STL,3.0,PHI,38.0,35.0,41.0,,,8.0,,,44.0,,
2008_01_HOU_PIT,2008,REG,1,2008-09-07,HOU,17.0,PIT,38.0,21.0,55.0,,,6.5,,,43.0,,
2008_01_JAX_TEN,2008,REG,1,2008-09-07,JAX,10.0,TEN,17.0,7.0,27.0,,,-3.0,,,36.5,,
2008_01_DAL_CLE,2008,REG,1,2008-09-07,DAL,28.0,CLE,10.0,-18.0,38.0,,,-6.0,,,48.5,,
2008_01_CAR_SD,2008,REG,1,2008-09-07,CAR,26.0,SD,24.0,-2.0,50.0,,,9.5,,,41.0,,
2008_01_ARI_SF,2008,REG,1,2008-09-07,ARI,23.0,SF,13.0,-10.0,36.0,,,-2.5,,,42.0,,
2008_01_CHI_IND,2008,REG,1,2008-09-07,CHI,29.0,IND,13.0,-16.0,42.0,,,10.0,,,44.0,,
2008_01_MIN_GB,2008,REG,1,2008-09-08,MIN,19.0,GB,24.0,5.0,43.0,,,2.5,,,37.5,,
2008_01_DEN_OAK,2008,REG,1,2008-09-08,DEN,41.0,OAK,14.0,-27.0,55.0,,,-3.0,,,40.5,,
2008_02_CHI_CAR,2008,REG,2,2008-09-14,CHI,17.0,CAR,20.0,3.0,37.0,,,3.0,,,37.5,,
2008_02_TEN_CIN,2008,REG,2,2008-09-14,TEN,24.0,CIN,7.0,-17.0,31.0,,,1.0,,,37.0,,
2008_02_GB_DET,2008,REG,2,2008-09-14,GB,48.0,DET,25.0,-23.0,73.0,,,-3.0,,,47.0,,
2008_02_BUF_JAX,2008,REG,2,2008-09-14,BUF,20.0,JAX,16.0,-4.0,36.0,,,4.0,,,37.0,,
2008_02_OAK_KC,2008,REG,2,2008-09-14,OAK,23.0,KC,8.0,-15.0,31.0,,,3.5,,,36.0,,
2008_02_IND_MIN,2008,REG,2,2008-09-14,IND,18.0,MIN,15.0,-3.0,33.0,,,-1.0,,,43.5,,
2008_02_NYG_STL,2008,REG,2,2008-09-14,NYG,41.0,STL,13.0,-28.0,54.0,,,-8.0,,,43.5,,
2008_02_NO_WAS,2008,REG,2,2008-09-14,NO,24.0,WAS,29.0,5.0,53.0,,,1.0,,,43.5,,
2008_02_SF_SEA,2008,REG,2,2008-09-14,SF,33.0,SEA,30.0,-3.0,63.0,,,6.5,,,38.0,,
2008_02_ATL_TB,2008,REG,2,2008-09-14,ATL,9.0,TB,24.0,15.0,33.0,,,7.0,,,37.5,,
2008_02_MIA_ARI,2008,REG,2,2008-09-14,MIA,10.0,ARI,31.0,21.0,41.0,,,6.5,,,40.5,,
2008_02_SD_DEN,2008,REG,2,2008-09-14,SD,38.0,DEN,39.0,1.0,77.0,,,1.0,,,46.5,,
2008_02_NE_NYJ,2008,REG,2,2008-09-14,NE,19.0,NYJ,10.0,-9.0,29.0,,,1.0,,,37.0,,
2008_02_PIT_CLE,2008,REG,2,2008-09-14,PIT,10.0,CLE,6.0,-4.0,16.0,,,-6.5,,,43.5,,
2008_02_PHI_DAL,2008,REG,2,2008-09-15,PHI,37.0,DAL,41.0,4.0,78.0,,,6.5,,,46.5,,
2008_03_KC_ATL,2008,REG,3,2008-09-21,KC,14.0,ATL,38.0,24.0,52.0,,,6.5,,,37.0,,
2008_03_OAK_BUF,2008,REG,3,2008-09-21,OAK,23.0,BUF,24.0,1.0,47.0,,,10.0,,,37.5,,
2008_03_TB_CHI,2008,REG,3,2008-09-21,TB,27.0,CHI,24.0,-3.0,51.0,,,3.0,,,35.0,,
2008_03_CAR_MIN,2008,REG,3,2008-09-21,CAR,10.0,MIN,20.0,10.0,30.0,,,3.0,,,37.5,,
2008_03_MIA_NE,2008,REG,3,2008-09-21,MIA,38.0,NE,13.0,-25.0,51.0,,,12.5,,,37.0,,
2008_03_CIN_NYG,2008,REG,3,2008-09-21,CIN,23.0,NYG,26.0,3.0,49.0,,,13.0,,,42.5,,
2008_03_HOU_TEN,2008,REG,3,2008-09-21,HOU,12.0,TEN,31.0,19.0,43.0,,,5.0,,,40.0,,
2008_03_ARI_WAS,2008,REG,3,2008-09-21,ARI,17.0,WAS,24.0,7.0,41.0,,,3.0,,,43.5,,
2008_03_NO_DEN,2008,REG,3,2008-09-21,NO,32.0,DEN,34.0,2.0,66.0,,,5.5,,,52.0,,
2008_03_STL_SEA,2008,REG,3,2008-09-21,STL,13.0,SEA,37.0,24.0,50.0,,,8.0,,,44.5,,
2008_03_DET_SF,2008,REG,3,2008-09-21,DET,13.0,SF,31.0,18.0,44.0,,,5.0,,,47.0,,
2008_03_CLE_BAL,2008,REG,3,2008-09-21,CLE,10.0,BAL,28.0,18.0,38.0,,,2.5,,,37.0,,
2008_03_JAX_IND,2008,REG,3,2008-09-21,JAX,23.0,IND,21.0,-2.0,44.0,,,4.0,,,42.0,,
2008_03_PIT_PHI,2008,REG,3,2008-09-21,PIT,6.0,PHI,15.0,9.0,21.0,,,3.5,,,45.0,,
2008_03_DAL_GB,2008,REG,3,2008-09-21,DAL,27.0,GB,16.0,-11.0,43.0,,,-3.0,,,51.0,,
