game_id,season,game_type,week,gameday,away_team,away_score,home_team,home_score,result,total,away_moneyline,home_moneyline,spread_line,away_spread_odds,home_spread_odds,total_line,under_odds,over_odds
2002_01_SF_NYG,2002,REG,1,2002-09-05,SF,16.0,NYG,13.0,-3.0,29.0,,,-4.0,,,39.0,,
2002_01_NYJ_BUF,2002,REG,1,2002-09-08,NYJ,37.0,BUF,31.0,-6.0,68.0,,,-3.0,,,43.0,,
2002_01_BAL_CAR,2002,REG,1,2002-09-08,BAL,7.0,CAR,10.0,3.0,17.0,,,0.0,,,33.0,,
2002_01_MIN_CHI,2002,REG,1,2002-09-08,MIN,23.0,CHI,27.0,4.0,50.0,,,4.5,,,41.0,,
2002_01_SD_CIN,2002,REG,1,2002-09-08,SD,34.0,CIN,6.0,-28.0,40.0,,,3.0,,,37.0,,
2002_01_KC_CLE,2002,REG,1,2002-09-08,KC,40.0,CLE,39.0,-1.0,79.0,,,2.0,,,36.0,,
2002_01_ATL_GB,2002,REG,1,2002-09-08,ATL,34.0,GB,37.0,3.0,71.0,,,7.0,,,42.5,,
2002_01_IND_JAX,2002,REG,1,2002-09-08,IND,28.0,JAX,25.0,-3.0,53.0,,,-3.5,,,44.0,,
2002_01_DET_MIA,2002,REG,1,2002-09-08,DET,21.0,MIA,49.0,28.0,70.0,,,9.5,,,35.5,,
2002_01_PHI_TEN,2002,REG,1,2002-09-08,PHI,24.0,TEN,27.0,3.0,51.0,,,2.0,,,37.0,,
2002_01_ARI_WAS,2002,REG,1,2002-09-08,ARI,23.0,WAS,31.0,8.0,54.0,,,6.0,,,44.5,,
2002_01_STL_DEN,2002,REG,1,2002-09-08,STL,16.0,DEN,23.0,7.0,39.0,,,-3.0,,,51.0,,
2002_01_SEA_OAK,2002,REG,1,2002-09-08,SEA,17.0,OAK,31.0,14.0,48.0,,,7.5,,,40.0,,
2002_01_NO_TB,2002,REG,1,2002-09-08,NO,26.0,TB,20.0,-6.0,46.0,,,6.0,,,37.5,,
2002_01_DAL_HOU,2002,REG,1,2002-09-08,DAL,10.0,HOU,19.0,9.0,29.0,,,-8.5,,,33.5,,
2002_01_PIT_NE,2002,REG,1,2002-09-09,PIT,14.0,NE,30.0,16.0,44.0,,,-2.5,,,37.5,,
2002_02_CHI_ATL,2002,REG,2,2002-09-15,CHI,14.0,ATL,13.0,-1.0,27.0,,,2.5,,,45.0,,
