game_id,market_type,abbr,lines,odds,opening_lines,opening_odds,book,season
2008_05_TEN_BAL,money_line,BAL,,-103,,,5Dimes,2008
2008_05_TEN_BAL,money_line,BAL,,-103,,,sportbet,2008
2008_05_TEN_BAL,money_line,TEN,,-107,,,5Dimes,2008
2008_05_TEN_BAL,money_line,TEN,,-107,,,sportbet,2008
2008_05_TEN_BAL,money_line,BAL,,-110,,,bet365,2008
2008_05_TEN_BAL,money_line,TEN,,-110,,,bet365,2008
2008_05_TEN_BAL,money_line,BAL,,110,,,BETOnline,2008
2008_05_TEN_BAL,money_line,BAL,,110,,,SPORTS BETTING,2008
2008_05_TEN_BAL,money_line,TEN,,-130,0.0,-150.0,BETOnline,2008
2008_05_TEN_BAL,money_line,TEN,,-130,0.0,-150.0,SPORTS BETTING,2008
2008_05_TEN_BAL,money_line,BAL,,-105,,,BOOKMAKER,2008
2008_05_TEN_BAL,money_line,BAL,,-105,,,BetCRIS,2008
2008_05_TEN_BAL,money_line,TEN,,-115,,,BOOKMAKER,2008
2008_05_TEN_BAL,money_line,TEN,,-115,,,BetCRIS,2008
2008_05_TEN_BAL,money_line,BAL,,-105,,,JAZZ,2008
2008_05_TEN_BAL,money_line,TEN,,-115,,,JAZZ,2008
2008_05_TEN_BAL,money_line,BAL,,-108,,,JUSTBET,2008
2008_05_TEN_BAL,money_line,TEN,,-112,,,JUSTBET,2008
2008_05_TEN_BAL,money_line,BAL,,102,,,MATCHBOOK,2008
2008_05_TEN_BAL,money_line,TEN,,-103,,,MATCHBOOK,2008
2008_05_TEN_BAL,money_line,BAL,,-105,,,PINNACLE,2008
2008_05_TEN_BAL,money_line,TEN,,-105,,,PINNACLE,2008
2008_05_TEN_BAL,money_line,BAL,,-105,,,BetPHOENIX,2008
2008_05_TEN_BAL,money_line,TEN,,-115,,,BetPHOENIX,2008
2008_05_TEN_BAL,money_line,BAL,,100,,,intertops,2008
2008_05_TEN_BAL,money_line,TEN,,-120,,,intertops,2008
2008_05_TEN_BAL,spread,BAL,1.0,-109,,,5Dimes,2008
2008_05_TEN_BAL,spread,BAL,1.0,-109,,,sportbet,2008
2008_05_TEN_BAL,spread,TEN,-1.0,-101,,,5Dimes,2008
2008_05_TEN_BAL,spread,TEN,-1.0,-101,,,sportbet,2008
2008_05_TEN_BAL,spread,BAL,1.0,-115,,,bet365,2008
2008_05_TEN_BAL,spread,TEN,-1.0,-104,,,bet365,2008
2008_05_TEN_BAL,spread,BAL,0.0,-110,,,BETOnline,2008
2008_05_TEN_BAL,spread,BAL,0.0,-110,,,SPORTS BETTING,2008
2008_05_TEN_BAL,spread,TEN,0.0,-110,,,BETOnline,2008
2008_05_TEN_BAL,spread,TEN,0.0,-110,,,SPORTS BETTING,2008
2008_05_TEN_BAL,spread,BAL,3.0,-125,,,BOVADA,2008
2008_05_TEN_BAL,spread,BAL,3.0,-125,,,bodog,2008
2008_05_TEN_BAL,spread,TEN,-3.0,105,,,BOVADA,2008
2008_05_TEN_BAL,spread,TEN,-3.0,105,,,bodog,2008
2008_05_TEN_BAL,spread,BAL,1.0,-110,,,BOOKMAKER,2008
2008_05_TEN_BAL,spread,BAL,1.0,-110,,,BetCRIS,2008
2008_05_TEN_BAL,spread,TEN,-1.0,-110,,,BOOKMAKER,2008
2008_05_TEN_BAL,spread,TEN,-1.0,-110,,,BetCRIS,2008
2008_05_TEN_BAL,spread,BAL,1.0,-110,,,JAZZ,2008
2008_05_TEN_BAL,spread,TEN,-1.0,-110,,,JAZZ,2008
2008_05_TEN_BAL,spread,BAL,-1.0,-110,,,JUSTBET,2008
2008_05_TEN_BAL,spread,TEN,-1.0,-110,,,JUSTBET,2008
2008_05_TEN_BAL,spread,BAL,2.5,-124,,,MATCHBOOK,2008
2008_05_TEN_BAL,spread,TEN,-2.5,118,,,MATCHBOOK,2008
2008_05_TEN_BAL,spread,BAL,1.0,-109,,,PINNACLE,2008
2008_05_TEN_BAL,spread,TEN,-1.0,101,,,PINNACLE,2008
2008_05_TEN_BAL,spread,BAL,0.0,-105,,,BetPHOENIX,2008
2008_05_TEN_BAL,spread,TEN,0.0,-105,,,BetPHOENIX,2008
2008_05_TEN_BAL,spread,BAL,1.0,-120,,,intertops,2008
2008_05_TEN_BAL,spread,TEN,-1.0,100,,,intertops,2008
2008_05_TEN_BAL,total,under,33.5,-102,,,5Dimes,2008
2008_05_TEN_BAL,total,under,33.5,-102,,,sportbet,2008
2008_05_TEN_BAL,total,over,33.5,-108,,,5Dimes,2008
2008_05_TEN_BAL,total,over,33.5,-108,,,sportbet,2008
2008_05_TEN_BAL,total,under,33.5,-110,,,bet365,2008
2008_05_TEN_BAL,total,over,33.5,-110,,,bet365,2008
2008_05_TEN_BAL,total,under,33.5,-110,,,BETOnline,2008
2008_05_TEN_BAL,total,under,33.5,-110,,,SPORTS BETTING,2008
2008_05_TEN_BAL,total,over,33.5,-110,,,BETOnline,2008
2008_05_TEN_BAL,total,over,33.5,-110,,,SPORTS BETTING,2008
2008_05_TEN_BAL,total,under,34.0,-105,,,BOVADA,2008
2008_05_TEN_BAL,total,under,34.0,-105,,,bodog,2008
2008_05_TEN_BAL,total,over,34.0,-115,,,BOVADA,2008
2008_05_TEN_BAL,total,over,34.0,-115,,,bodog,2008
2008_05_TEN_BAL,total,under,-33.5,-110,,,BOOKMAKER,2008
2008_05_TEN_BAL,total,under,-33.5,-110,,,BetCRIS,2008
2008_05_TEN_BAL,total,over,33.5,-110,,,BOOKMAKER,2008
2008_05_TEN_BAL,total,over,33.5,-110,,,BetCRIS,2008
2008_05_TEN_BAL,total,under,-33.5,-110,,,JAZZ,2008
2008_05_TEN_BAL,total,over,33.5,-110,,,JAZZ,2008
2008_05_TEN_BAL,total,under,33.5,-110,,,JUSTBET,2008
2008_05_TEN_BAL,total,over,33.5,-110,,,JUSTBET,2008
2008_05_TEN_BAL,total,under,33.5,100,,,MATCHBOOK,2008
2008_05_TEN_BAL,total,over,33.5,-102,,,MATCHBOOK,2008
2008_05_TEN_BAL,total,under,33.5,-102,,,PINNACLE,2008
2008_05_TEN_BAL,total,over,33.5,-108,,,PINNACLE,2008
2008_05_TEN_BAL,total,under,33.5,-102,,,BetPHOENIX,2008
2008_05_TEN_BAL,total,over,33.5,-108,,,BetPHOENIX,2008
2008_05_TEN_BAL,total,under,33.5,-109,,,intertops,2008
2008_05_TEN_BAL,total,over,33.5,-109,,,intertops,2008
2008_05_SEA_NYG,money_line,NYG,,-265,,,5Dimes,2008
2008_05_SEA_NYG,money_line,NYG,,-265,,,sportbet,2008
2008_05_SEA_NYG,money_line,SEA,,245,,,5Dimes,2008
2008_05_SEA_NYG,money_line,SEA,,245,,,sportbet,2008
2008_05_SEA_NYG,money_line,NYG,,-300,,,bet365,2008
2008_05_SEA_NYG,money_line,SEA,,240,,,bet365,2008
2008_05_SEA_NYG,money_line,NYG,,-280,,,BETOnline,2008
2008_05_SEA_NYG,money_line,NYG,,-280,,,SPORTS BETTING,2008
2008_05_SEA_NYG,money_line,SEA,,230,,,BETOnline,2008
2008_05_SEA_NYG,money_line,SEA,,230,,,SPORTS BETTING,2008
2008_05_SEA_NYG,money_line,NYG,,-280,,,BOVADA,2008
2008_05_SEA_NYG,money_line,NYG,,-280,,,bodog,2008
2008_05_SEA_NYG,money_line,SEA,,240,,,BOVADA,2008
2008_05_SEA_NYG,money_line,SEA,,240,,,bodog,2008
2008_05_SEA_NYG,money_line,NYG,,-275,,,BOOKMAKER,2008
2008_05_SEA_NYG,money_line,NYG,,-275,,,BetCRIS,2008
2008_05_SEA_NYG,money_line,SEA,,235,,,BOOKMAKER,2008
2008_05_SEA_NYG,money_line,SEA,,235,,,BetCRIS,2008
2008_05_SEA_NYG,money_line,NYG,,-270,,,JAZZ,2008
2008_05_SEA_NYG,money_line,SEA,,230,,,JAZZ,2008
2008_05_SEA_NYG,money_line,NYG,,-270,,,JUSTBET,2008
2008_05_SEA_NYG,money_line,SEA,,230,,,JUSTBET,2008
