game_id,season,game_type,week,gameday,away_team,away_score,home_team,home_score,result,total,away_moneyline,home_moneyline,spread_line,away_spread_odds,home_spread_odds,total_line,under_odds,over_odds
2014_01_GB_SEA,2014,REG,1,2014-09-04,GB,16.0,SEA,36.0,20.0,52.0,205.0,-230.0,4.5,-102.0,-108.0,46.5,-102.0,-108.0
2014_01_NO_ATL,2014,REG,1,2014-09-07,NO,34.0,ATL,37.0,3.0,71.0,-160.0,144.0,-3.0,-106.0,-104.0,51.0,-104.0,-106.0
2014_01_CIN_BAL,2014,REG,1,2014-09-07,CIN,23.0,BAL,16.0,-7.0,39.0,102.0,-113.0,1.0,-104.0,-106.0,43.5,-103.0,-107.0
2014_01_BUF_CHI,2014,REG,1,2014-09-07,BUF,23.0,CHI,20.0,-3.0,43.0,239.0,-270.0,7.0,-125.0,113.0,47.0,-110.0,100.0
2014_01_WAS_HOU,2014,REG,1,2014-09-07,WAS,6.0,HOU,17.0,11.0,23.0,159.0,-177.0,3.0,111.0,-123.0,43.5,-115.0,104.0
2014_01_TEN_KC,2014,REG,1,2014-09-07,TEN,26.0,KC,10.0,-16.0,36.0,144.0,-160.0,3.0,-103.0,-107.0,45.5,-109.0,-101.0
2014_01_NE_MIA,2014,REG,1,2014-09-07,NE,20.0,MIA,33.0,13.0,53.0,-179.0,161.0,-3.5,102.0,-113.0,47.5,-108.0,-102.0
2014_01_OAK_NYJ,2014,REG,1,2014-09-07,OAK,14.0,NYJ,19.0,5.0,33.0,246.0,-278.0,6.5,-102.0,-108.0,41.0,-105.0,-105.0
2014_01_JAX_PHI,2014,REG,1,2014-09-07,JAX,17.0,PHI,34.0,17.0,51.0,435.0,-515.0,10.0,-113.0,102.0,49.0,-110.0,100.0
2014_01_CLE_PIT,2014,REG,1,2014-09-07,CLE,27.0,PIT,30.0,3.0,57.0,216.0,-242.0,5.5,-103.0,-107.0,41.5,-106.0,-104.0
2014_01_MIN_STL,2014,REG,1,2014-09-07,MIN,34.0,STL,6.0,-28.0,40.0,140.0,-155.0,3.0,-113.0,102.0,43.5,-114.0,103.0
2014_01_SF_DAL,2014,REG,1,2014-09-07,SF,28.0,DAL,17.0,-11.0,45.0,-154.0,139.0,-3.5,113.0,-125.0,49.0,100.0,-110.0
2014_01_CAR_TB,2014,REG,1,2014-09-07,CAR,20.0,TB,14.0,-6.0,34.0,201.0,-225.0,5.5,-106.0,-104.0,38.5,-108.0,-102.0
